alias,person_id,person_canon,status,notes
Manuel Kruse Simon Voss,fd8d3afc-a726-5ac8-841c-be6459e303bf,Manuel Kruse,verified,quarantine_split:redirect_from_concat
Manuel Kruse Simon Voss,fd8d3afc-a726-5ac8-841c-be6459e303bf,Manuel Kruse,verified,quarantine_split:redirect_from_concat
Manuel Schmid,271502bc-7b1f-5ce9-b179-b630a0d6b920,Manuel Schmid,verified,
Marc Brunet,a5c9d383-777c-5f21-9604-6fd1cba79fb4,Marc Brunet,verified,
Marc Brunet Lino Landau,a5c9d383-777c-5f21-9604-6fd1cba79fb4,Marc Brunet,verified,quarantine_split:redirect_from_concat
Marc Faugoin,45b99ae3-92ff-5ef9-894a-5b7b673114fd,Marc Faugoin,verified,
Marc Giard,c7f3770c-6ebc-5e28-aeb0-c7913a67576f,Marc Giard,verified,
Marc Giard,c7f3770c-6ebc-5e28-aeb0-c7913a67576f,Marc Giard,verified,
Marc Giard Lariviere,c7f3770c-6ebc-5e28-aeb0-c7913a67576f,Marc Giard,candidate,
Marc Giard-Larivière,c7f3770c-6ebc-5e28-aeb0-c7913a67576f,Marc Giard,verified,
Marc Giard-Larivi�re,c7f3770c-6ebc-5e28-aeb0-c7913a67576f,Marc Giard,verified,
Marc Girard,c7f3770c-6ebc-5e28-aeb0-c7913a67576f,Marc Giard,verified,
Marc Girard-Lariviere,c7f3770c-6ebc-5e28-aeb0-c7913a67576f,Marc Giard,verified,
Marc Girard-Larivi�re,c7f3770c-6ebc-5e28-aeb0-c7913a67576f,Marc Giard,verified,
Marc Peralta,b41db4a7-ecda-5598-8f14-cc55cacc34e2,Marc Peralta,verified,
Marcela Mercado Montoya,816fca6c-66be-5d1c-8141-ab2457e99a94,Marcela Mercado Montoya,verified,
Marcin Bujko,4f0fcdbc-8dfe-51fc-b92c-b3cda4dd0c00,Marcin Bujko,verified,
Marcin Czech,bb89d2bb-12af-5038-a092-0b4cf1269860,Marcin Czech,verified,
Marcin Gadziński,21edaa8e-7b7d-5880-94f9-4772be76a70e,Gadziński Marcin,verified,reversed-name merge
Marcin Staro,21154756-b8d4-512e-872a-c5b206fac8d3,Marcin Staron,verified,encoding_corruption
Marcin Staroñ,21154756-b8d4-512e-872a-c5b206fac8d3,Marcin Staron,verified,
Marcin Staroń,21154756-b8d4-512e-872a-c5b206fac8d3,Marcin Staron,verified,
Marcin Staron,21154756-b8d4-512e-872a-c5b206fac8d3,Marcin Staron,verified,
Marco Brunet,c91a2084-4b3a-5614-8b34-a52171742e13,Marco Brunet,verified,
Marco Hartig,05e1eec0-b3f1-5728-8ad2-831de4fc204f,Marco Hartig,verified,
Marek Sobczyk,e5bdd4bf-fb59-5816-87f1-358710cef2a1,Marek Sobezyk,verified,
Marek Sobezyk,e5bdd4bf-fb59-5816-87f1-358710cef2a1,Marek Sobezyk,verified,
Marek Wierzbicki,3e4ed48b-69aa-5d80-b014-c620b26bcc8a,Marek Wierzbicki,verified,
Marek Witkowski,361d7eee-e7dc-534d-b014-60f55d7e49b8,Marek Witkowski,verified,
María José Silva,c8c1aeda-3257-5911-bb55-3b7621b47c6a,Mariajose Silva,verified,
Mariajose Silva,c8c1aeda-3257-5911-bb55-3b7621b47c6a,Mariajose Silva,verified,
Marilou Ouimet,000a2598-ea7a-5f0b-8298-049bbc38efa4,Marilou Ouimet,verified,
Marilyn Demuy,40a3babb-8d9d-522c-8cbf-9f221bbc5903,Marilyn Demuy,verified,
Marilyn Demuy-,40a3babb-8d9d-522c-8cbf-9f221bbc5903,Marilyn Demuy,verified,
Mario Boras,a33f595a-ec2f-5bef-a974-4315b8bf1db2,Mario Borras,verified,
Mario Borras,a33f595a-ec2f-5bef-a974-4315b8bf1db2,Mario Borras,verified,
Mario Borras,a33f595a-ec2f-5bef-a974-4315b8bf1db2,Mario Borras,verified,
Mario Vaillancourt,2caf7286-2a00-5527-8ec3-313132cf469b,Mario Vaillancourt,verified,quarantine_split:existing_person
Mario Vaillancourt Steve Smith,2caf7286-2a00-5527-8ec3-313132cf469b,Mario Vaillancourt,verified,quarantine_split:redirect_from_concat
Mariusz Wilk,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,verified,
Mariusz Wilk -,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,verified,
Mark Bull,a4f4561b-b698-5824-b728-a7dee727674a,Mark Bull,verified,
Mark Ciccetti,a4149ef3-1102-5f23-82ad-d5013cb083c4,Mark Cicchetti,verified,
Mark Cicchetti,a4149ef3-1102-5f23-82ad-d5013cb083c4,Mark Cicchetti,verified,
Mark DeFilipo,8fc4fbf9-b53d-536c-bf06-844a4d1d7052,Mark DeFilippo,verified,
Mark DeFilippo,8fc4fbf9-b53d-536c-bf06-844a4d1d7052,Mark DeFilippo,verified,
Mark Hunsberger,6f08080b-9aad-54de-afc5-1c6e553f6a6e,Mark Hunsburger,verified,
Mark Hunsberger,6f08080b-9aad-54de-afc5-1c6e553f6a6e,Mark Hunsburger,verified,
Mark Hunsburger,6f08080b-9aad-54de-afc5-1c6e553f6a6e,Mark Hunsburger,verified,
Mark Lavalle,70ab3bc8-0748-542e-9445-f5fd7ee0473b,Mark Lavelle,verified,
Mark Lavelle,70ab3bc8-0748-542e-9445-f5fd7ee0473b,Mark Lavelle,verified,
Mark Monistere,a1e0282a-8728-53f7-ab72-a32798eec6c7,Mark Monistere,verified,
Markus Kaspcak,9c8376c9-68ea-572f-abe2-822871cf0e7b,Markus Kaspscak,verified,
Markus Kaspczak,9c8376c9-68ea-572f-abe2-822871cf0e7b,Markus Kaspscak,verified,
Markus Kaspczak,9c8376c9-68ea-572f-abe2-822871cf0e7b,Markus Kaspscak,verified,
Markus Kaspscak,9c8376c9-68ea-572f-abe2-822871cf0e7b,Markus Kaspscak,verified,
Markus Neuweg,0e5b3e44-9bcc-57e4-bdf0-e2c23269ec2a,Markus Neuweg,verified,
Markus Portenkichner,2a5b8319-06ac-5238-b203-b8df84f91cad,Markus Portenkirchner,verified,
Markus Portenkircher,2a5b8319-06ac-5238-b203-b8df84f91cad,Markus Portenkirchner,verified,
Markus Portenkirchner,2a5b8319-06ac-5238-b203-b8df84f91cad,Markus Portenkirchner,verified,
Markus Portenkirchner,2a5b8319-06ac-5238-b203-b8df84f91cad,Markus Portenkirchner,verified,
Markus Tyni,08bd5f1f-d89a-5f21-a450-9b486b2aeb9b,Markus Tyrni,verified,
Markus Tyrni,08bd5f1f-d89a-5f21-a450-9b486b2aeb9b,Markus Tyrni,verified,
Martin Côté,6d50650f-7f41-5484-894f-74986085f48b,Martin Cote,verified,
Martin Cote,6d50650f-7f41-5484-894f-74986085f48b,Martin Cote,verified,
Martin Cote-,6d50650f-7f41-5484-894f-74986085f48b,Martin Cote,verified,
Martin Cote?,6d50650f-7f41-5484-894f-74986085f48b,Martin Cote,verified,
Martin Ct,6d50650f-7f41-5484-894f-74986085f48b,Martin Cote,verified,encoding_corruption
Martin Gratan,d0fd4b0a-a59e-525d-a918-eefb16c70e80,Martin Graton,verified,
Martin Graton,d0fd4b0a-a59e-525d-a918-eefb16c70e80,Martin Graton,verified,
Martin Graton,d0fd4b0a-a59e-525d-a918-eefb16c70e80,Martin Graton,verified,
Martin Huleja,1e9f9cf3-272a-587b-bba7-58c87f9991a7,Martin Huleja,verified,
Martin Sládek,4aacc030-1054-5a9e-82e9-96a8e7887435,Martin Sladek,verified,
Martin Sladek,4aacc030-1054-5a9e-82e9-96a8e7887435,Martin Sladek,verified,
Marty Pascual,176d79ad-f7f3-57f4-b228-98e6c57922c3,Marty Pascual,verified,
Maruisz Wilk,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,verified,spelling variant
Masaaki Shigeoka,eddfd46f-0832-5ae5-88fb-295807d3d337,Masaaki Shigeoka,verified,
Mateusz Janicki,db71b1dc-51bc-54e5-9360-1d186c8f1cad,Mateusz Janicki,verified,
Mateusz Związek,7fe5d80f-b925-50d8-a886-0ddc9824bb88,Mateusz Związek,verified,
Mateusz Zwi±zek,7fe5d80f-b925-50d8-a886-0ddc9824bb88,Mateusz Związek,verified,
Mathias Blau,f4d65667-f58f-5213-a2a3-6b985aa50dc5,Mathias Blau,verified,
Mathias Blau ?,f4d65667-f58f-5213-a2a3-6b985aa50dc5,Mathias Blau,verified,
Mathieu Gauthier,ecd47dee-6803-5d73-b31c-dcb9860e767e,Mathieu Gauthier,verified,
Mathieu Giard,51dcc879-e538-5ce4-bb1e-0e176c9f260e,Mathieu Giard,verified,
Matias Velasquez Salianas,1b791eb0-5c79-57a2-9b31-360fdec332fe,Matias Velasquez Salianas,verified,
Matias Velasquez Salinas,1b791eb0-5c79-57a2-9b31-360fdec332fe,Matias Velasquez Salianas,verified,
Matt Bailey,dd88fadc-24f2-5d6a-8eb7-000f1c0cabb4,Matt Bailey,verified,
Matt Baker,b35d9868-bdc1-5cb4-9a75-ab4d97823af5,Matt Baker,verified,
Matt Cross,bc7525cb-8eb2-5cf2-a11e-1b072fede923,Matt Cross,verified,
Matt E.,7d27180a-ad9d-5ef9-ab45-fdd21444eaca,Matt E.,verified,stub:abbreviated_name
Matt Emmings,8fc2faf7-21e5-501f-94b7-bb5d3f037d01,Matt Emmings,verified,
Matt Kemmer,3e78df68-5425-5d48-a88a-3bf59fe2934f,Matt Kemmer,verified,
Matt Matson,e5eca718-d710-54a4-a38a-9b3df2de3a21,Matt Matson,verified,
Matt Matson-,e5eca718-d710-54a4-a38a-9b3df2de3a21,Matt Matson,verified,
Matt Quint,66a19925-00c6-5da5-8b24-2bb656591603,Matt Quint,verified,
Matt Rizzetta,10536f4f-112d-5141-ba21-c2a624b1efba,Matt Rizzetta,verified,
Matt Strong,0ddc5084-452c-5a5c-825c-50f47856bda3,Matt Strong,verified,
Matt Strong -,0ddc5084-452c-5a5c-825c-50f47856bda3,Matt Strong,verified,
Matthew Baker,d8b4d902-044d-5140-8713-39c727613771,Matthew Baker,verified,
Matthew Kemmer,f3627296-7396-580c-90ac-ad13b76da7b5,Matthew Kemmer,verified,
Matthew Quint,19099aed-193d-5d7c-a32a-0e94389d1262,Matthew Quint,verified,
Matthias Blau,3bb4acdb-16bf-56d5-bfbe-b2a68982a617,Matthias Blau,verified,
Matthias Feulner,4cc88952-38c1-5da8-8e6e-3da2dbf6704d,Matthias Feulner,verified,
Matthias Lino Schmidt,f52e0fe8-4eff-5532-9af4-14124f1e92ee,Matthias Schmidt,verified,
Matthias Schmidt,f52e0fe8-4eff-5532-9af4-14124f1e92ee,Matthias Lino Schmidt,verified,stale_id_recovery
Matti Pohjol,ddffefad-c620-55ab-b1bc-ca01939671c6,Matti Pohjola,verified,
Matti Pohjola,ddffefad-c620-55ab-b1bc-ca01939671c6,Matti Pohjola,verified,
Matti Pohjola,ddffefad-c620-55ab-b1bc-ca01939671c6,Matti Pohjola,verified,
Matti Pohjola ?,ddffefad-c620-55ab-b1bc-ca01939671c6,Matti Pohjola,verified,
Matti Pohola,ddffefad-c620-55ab-b1bc-ca01939671c6,Matti Pohjola,verified,
Matyá? Mach,ad38435b-60eb-5fc6-baab-2d427b507d4f,Matyáš Mach,verified,
Matze Feulner,4fd90441-caf3-5d81-9777-d31150846937,Matze Feulner,verified,
Maude Landerville,f2ce846c-fa31-52e4-a88e-d8f7bccbe92e,Maude Landreville,verified,
Maude Landerville,f2ce846c-fa31-52e4-a88e-d8f7bccbe92e,Maude Landreville,verified,
Maude Landreville,f2ce846c-fa31-52e4-a88e-d8f7bccbe92e,Maude Landreville,verified,
Maude Landreville,f2ce846c-fa31-52e4-a88e-d8f7bccbe92e,Maude Landreville,verified,
Maude Laudreville,f2ce846c-fa31-52e4-a88e-d8f7bccbe92e,Maude Laudreville,verified,
Max Boucoiran,6afe2e47-df47-5055-bba0-0aa2341d43e0,Max Boucoiran,verified,
Max Gerhardt,18d82973-e5e4-5c70-9fc5-3b878544e7e7,Max Gerhardt,verified,
Max Jaeger,a93a92a6-4e26-59f9-ba4d-7cc32fe15fa7,Max Jaeger,verified,
Max Kerhoff,ce7e0e5a-0d7f-542c-8d5d-fb4895184909,Max Kerkhoff,verified,redirected:28eccfee-f511-5a23-9439-ca67afab9ae3->ce7e0e5a
Max Kerkhoff,ce7e0e5a-0d7f-542c-8d5d-fb4895184909,Max Kerkhoff,verified,
Max Kerkoff,ce7e0e5a-0d7f-542c-8d5d-fb4895184909,Max Kerkhoff,verified,redirected:28eccfee-f511-5a23-9439-ca67afab9ae3->ce7e0e5a
Max Koendgen,e7cc97c0-2208-59de-88da-709faed573a2,Max Koendgen,verified,
Max Smith Jr.,95fb4def-7ff2-5c9c-8de5-1b97d0e13756,Max Smith,verified,suffix variant
Maxime Boucoiran,8069a4cf-1543-5a0a-bf83-92edff9e120f,Maxime Boucoiran,verified,
Medat Osmanoski,900e4b36-bcc8-50fa-9b7a-800227b12992,Medet Osmanoski,verified,
Medat Osmanoski,900e4b36-bcc8-50fa-9b7a-800227b12992,Medet Osmanoski,verified,
Medet Osmanoski,900e4b36-bcc8-50fa-9b7a-800227b12992,Medet Osmanoski,verified,
Medina Carlos,22ccea51-7ede-5848-b549-d7ab2d1f1dbe,Carlos Medina,verified,reversed-name merge
Mel Schneider,26e40173-e0b2-5d76-99b7-61a202886550,Melissa Schneider,verified,
Mel Schneider,26e40173-e0b2-5d76-99b7-61a202886550,Melissa Schneider,verified,
Mel Schneider-prize,26e40173-e0b2-5d76-99b7-61a202886550,Melissa Schneider,verified,
Melissa Jo Schneider,26e40173-e0b2-5d76-99b7-61a202886550,Melissa Schneider,verified,
Melissa Schneider,26e40173-e0b2-5d76-99b7-61a202886550,Melissa Schneider,verified,
Melissa Schneider,26e40173-e0b2-5d76-99b7-61a202886550,Melissa Schneider,verified,
Merry McCown,43e222f7-1991-53c4-a51a-7dc8ca85e5a2,Merry McCown,verified,
Micha Klimczak,71b15435-b697-536a-8886-7d68c1369069,Micha Klimczak,verified,
Micha Rg,392ef8ff-d969-5917-8bc5-176805ecb787,Michal Rog,verified,encoding_corruption
Micha Rog,538eeaf9-7aee-59d0-9904-a20958e74a26,Micha Rog,verified,
Micha? Biarda,23c0d2b5-bc9c-55f0-b40d-d4d408c7ef0f,Micha? Biarda,verified,
Micha? Biarda ?,23c0d2b5-bc9c-55f0-b40d-d4d408c7ef0f,Micha? Biarda,verified,
Micha? Klimczak,71b15435-b697-536a-8886-7d68c1369069,Micha Klimczak,verified,
Micha? Ostrowski,2f7336f6-7201-5e28-93a9-33b2f5183f9e,Micha? Ostrowski,verified,
Micha? Rog,538eeaf9-7aee-59d0-9904-a20958e74a26,Micha Rog,verified,
Michael Lamberjohan,f73415ed-f8d8-5b37-a56c-87fb2f93422a,Michael Lamberjohann,verified,
Michael Lamberjohann,f73415ed-f8d8-5b37-a56c-87fb2f93422a,Michael Lamberjohann,verified,
Michael Lamberjohann,f73415ed-f8d8-5b37-a56c-87fb2f93422a,Michael Lamberjohann,verified,
Michael Mueller,6e43f6db-7d45-5068-ac3d-5c150d250323,Michael Müller,verified,
Michael Müller,6e43f6db-7d45-5068-ac3d-5c150d250323,Michael Müller,verified,
Michael Nielsen,fee1cb85-f33e-525c-a1f1-7d7cf652d6d3,Michael Nielson,verified,
Michael Nielson,fee1cb85-f33e-525c-a1f1-7d7cf652d6d3,Michael Nielson,verified,
Michael Stefanelli,3a782e6f-ece7-5f3d-a2b7-99cb9d209a40,Michael Stefanelli,verified,
Michal Biarda,437d9bc1-f872-5687-9191-689dccedb6d0,Michal Biarda,verified,
Michal Danek,5e37b75c-a609-52d6-bc6f-a327599b56db,Michal Danek,verified,
Michal Jalowiecki,e66ad3b4-18d3-5ebb-b424-132af01645ce,Michal Jalowiecki,verified,
Michal Klimczak,b980fe51-dd4b-54fd-bb60-21cbb482f674,Michal Klimczak,verified,
Michal Klimczak Michal Rog,b980fe51-dd4b-54fd-bb60-21cbb482f674,Michal Klimczak,verified,quarantine_split:redirect_from_concat
Michal Minar,78bd174c-37e4-5791-bac4-437a62a46375,Michal Minár,verified,
Michal Minár,78bd174c-37e4-5791-bac4-437a62a46375,Michal Minár,verified,
Michal Ostrowski,da3fbe76-ba2d-51ee-a019-97e7ba93089a,Michal Ostrowski,verified,
Michal Rog,392ef8ff-d969-5917-8bc5-176805ecb787,Michal Rog,verified,
Michal Róg,392ef8ff-d969-5917-8bc5-176805ecb787,Michal Rog,verified,
Michelle Chen,552d2827-5d69-5d37-9824-dd5c304dfaed,Michelle Chen,verified,
Miikka Laine,0673ea51-3333-589c-8a73-54108c27e180,Miikka Laine,verified,
Mika Koistinen,947f45c0-78b1-5c03-ae2e-ab431b5ae491,Mika Koistinen,verified,
Mika Vettainen,75aabdce-1065-5b8d-a166-d29dba3627d8,Mika Vettainen,verified,
Mike Adamszyck,e067a88d-7cee-55a1-8170-bd15d98e66f7,Mike Adamszyck,verified,
Mike Adamszyk,e067a88d-7cee-55a1-8170-bd15d98e66f7,Mike Adamszyck,verified,
Mike Bellman,3207e42c-e99e-58e4-9c8c-d722dec54bed,Mike Bellmen,verified,
Mike Bellmen,3207e42c-e99e-58e4-9c8c-d722dec54bed,Mike Bellmen,verified,
Mike Brassel,3e13fa28-5ce1-599a-a14c-b046cdadf168,Mike Brassel,verified,
Mike Busby,6d470835-60a8-50e5-81b0-7a1188b24c28,Mike Busby,verified,
Mike Grueter,247929d0-57bc-5f9c-bff5-c4557d471b42,Mike Grueter,verified,
Mike Grueter -,247929d0-57bc-5f9c-bff5-c4557d471b42,Mike Grueter,verified,
Mike Huarca,b342f25a-2b96-529b-8d7c-bfd62752b71a,Mike Huarca,verified,
Mike Ingle,366470ec-eb27-5a71-942c-e90c3b08919a,Mike Ingles,verified,
Mike Ingles,366470ec-eb27-5a71-942c-e90c3b08919a,Mike Ingles,verified,
Mike Marshal,1381939c-35d0-5941-ae91-ca262b6fc482,Mike Marshall,verified,single-L spelling variant — OCR/typo error
Mike Scheele,ee312ddb-1d0b-5e91-b59f-1860309e0c67,Mike Scheele,verified,
Mike Stefanelli,b217adf6-0aab-587f-b7b6-f3df78e61393,Mike Stephanelli,verified,
Mike Stefanelli,b217adf6-0aab-587f-b7b6-f3df78e61393,Mike Stephanelli,verified,
Mike Stephanelli,b217adf6-0aab-587f-b7b6-f3df78e61393,Mike Stephanelli,verified,
Mike Stokely,746cc216-852b-5788-bdf3-7b08b853664c,Mike Stokely,verified,
Mike Toolan,9f4a6136-047f-5cea-905d-17e66f4ca97b,Mike Toolan,verified,
mike voightman,89ff2e20-dbee-5110-bcf4-f4708867d303,Mike Voightmann,verified,
Mike Voightmann,89ff2e20-dbee-5110-bcf4-f4708867d303,Mike Voightmann,verified,
Mike Voightmann,89ff2e20-dbee-5110-bcf4-f4708867d303,Mike Voightmann,verified,
Mike Wilson,06eb1264-0514-5ba6-80f4-a26ab9c0cec7,Mike Wilson,verified,
Mike Wilson ---,06eb1264-0514-5ba6-80f4-a26ab9c0cec7,Mike Wilson,verified,
Mike(Rex) Stoler,cd833478-a31f-5610-8f45-2344401a861b,Mike Stoler,VERIFIED,merge:3cde605b-aa38-50e4-b285-495647190868; auto
Mikel Maletxeberria,2512e987-358f-54c5-a8d3-57e452a6897a,Mikel Maletxeberria,verified,
Mikhail Kayanov,e552849f-b330-552d-8a2c-d4567628c9ec,Mikhail Kayanov,verified,
Mikhail Mukhortykh,3a60355a-4445-5325-93a6-909b553787d9,Mikhail Mukhortykh,verified,
Mikkel Frederiksen,637957bf-f5f1-532a-851f-8f6bb5d6c16d,Mikkel Frederiksen,verified,
Mikko Lepistö,8e2c07e2-aeb8-5325-be31-ffcc452944ec,Mikko Lepisto,verified,
Mikko Lepisto,8e2c07e2-aeb8-5325-be31-ffcc452944ec,Mikko Lepisto,verified,
Mikko Lepisto Atomic Blender //trick,8e2c07e2-aeb8-5325-be31-ffcc452944ec,Mikko Lepistö,verified,
Mikko Poikonen,32be8cc7-0540-5b03-b64b-a54e297bd396,Mikko Poikonen,verified,
Mikko Tapaninaho,5a2e9e09-b72a-56f5-8bec-edfe5b745b21,Mikko Tapaninaho,verified,
Milan Ardalic,364e1aea-f13b-5acd-af86-a5dd002c5f67,Milan Ardalic,verified,
Milan Benda,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,verified,
Milan Benda -,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,verified,
Milan Benda ?,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,verified,
Min Yang,3bba347f-fb9c-560d-8f27-e87e19614f17,Min Yang,verified,
Miquel Clemente,2eaccb7b-430c-5678-b982-9415b20b24cf,Miquel Clemente,verified,
Misha Kayanov,23872c1c-5040-5140-b69e-ab9338a4987f,Misha Kayanov,verified,
Mitch Carlsen,4dabfb71-0ea3-5e0f-8a63-66e2481e19f9,Mitch Carlsen,verified,
Mitch Carlsen,4dabfb71-0ea3-5e0f-8a63-66e2481e19f9,Mitch Carlsen,verified,
Mitch Carlsen JABag,4dabfb71-0ea3-5e0f-8a63-66e2481e19f9,Mitch Carlsen,verified,
Mitrofanov Ilja,5c134542-d0b3-55f2-8c4c-413ccb2e9d15,Ilja Mitrofanov,verified,merged: Last-First format swap or confirmed variant
Modrzejewska Karolina,b05824d4-4a6f-5132-828d-51d1da0a1845,Karolina Modrzejewska,verified,merged: Last-First format swap or confirmed variant
Mohamed Ibeli,67fb21bf-f551-55ca-b2dc-b3212fad2c31,Mohamed Ibeli,verified,
Mohamed Magri,ed88a740-023d-52ff-8204-72a6d5c7e46b,Mohamed Magri,verified,
Moises Curie,fba1daae-40f4-5b86-b145-d30aff05bbee,Moises Curie,verified,
Moises Satie,fba1daae-40f4-5b86-b145-d30aff05bbee,Moises Curie,verified,
Moisés Satie,fba1daae-40f4-5b86-b145-d30aff05bbee,Moises Curie,verified,
Moises Satie Curie,fba1daae-40f4-5b86-b145-d30aff05bbee,Moises Curie,verified,
Moka Szymankiewicz,eae001f7-3efb-59bc-a1a7-533c95011e06,Moka Szymankiewicz,verified,
Molnar Vanda,99ab65f2-3dd1-5e1e-a615-ac603df48046,Vanda Molnar,verified,reversed-name merge
Montage Rake,7d4c6ceb-ebfc-5211-a29b-60385ee0167e,Montage Rake,verified,quarantine_split:existing_person
Mora Darwins,d9a7e5f1-4575-53df-8031-84d5ae7ac7f0,Darwins Mora,verified,merged: Last-First format swap or confirmed variant
Mortensen Kim,25f020c8-edfa-5323-8ece-671cb88e0f50,Kim Mortensen,verified,merged: Last-First format swap or confirmed variant
Motorov Pavel,9d12fe41-0154-57a6-b312-5f3b46f621b5,Pavel Motorov,verified,
Mouss Kabbal,897d9022-b9cd-5d56-b9c8-19d31f38b5a7,Mouss Kabbal,verified,
Mouss Kabbal Sebastien Maillet,897d9022-b9cd-5d56-b9c8-19d31f38b5a7,Mouss Kabbal,verified,quarantine_split:redirect_from_concat
Myriam Carrier,196a6c01-76b0-52dc-8577-9ec0919049e5,Myriam Carrier,verified,
N. Liukko,9aca54b3-8989-5d9e-8ca3-b5420d233d8f,Ninni Liukko,verified,2005 Worlds initial-to-full deduction
Naama Livny,3541713a-d5a8-5519-8050-70a5c14a2516,Naama Livny,verified,
Nadine Beyeler,7d5a5f40-0f4c-5c3e-ae53-f2d1aed6af19,Nadine Beyeler,verified,
Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,Nancy Reynolds,verified,
Nassirou Ouro,194e19a6-a6c2-50af-8524-bd4a4d2b311e,Nassirou Ouro,verified,
Nassirou Ouro,194e19a6-a6c2-50af-8524-bd4a4d2b311e,Nassirou Ouro,verified,
Nassirou OURO-AGORO,194e19a6-a6c2-50af-8524-bd4a4d2b311e,Nassirou Ouro,verified,
Natacha Mercure,082830d4-4364-51eb-88e6-90d00f98411d,Natacha Mercure,verified,
Natalia Fry,d47ff105-1ef4-5474-8580-a2aa69d104ab,Natalia Fry,verified,
Natalia Fry?,d47ff105-1ef4-5474-8580-a2aa69d104ab,Natalia Fry,verified,
Natalia Frys,d47ff105-1ef4-5474-8580-a2aa69d104ab,Natalia Fry,verified,
Nate Linscott,11d957ec-ccf4-5fe5-b749-e80806fc0e3a,Nate Linscott,verified,
nate linscott,11d957ec-ccf4-5fe5-b749-e80806fc0e3a,Nate Linscott,verified,
Nate Pipenberg,eae790d9-83f5-5339-8828-c641f33ec86d,Nathan Pipenberg,verified,
Nathan Bonslaver,0cddd9e7-73d7-57d8-a99a-1d401206165a,Nathan Bonslaver,verified,
Nathan Oates,d909eae1-a7da-53e8-ab94-4dc6df3c5120,Nate Oates,suggested,ALIAS_MATCH via footbag.org member ID enrichment
Nathan Pipenberg,eae790d9-83f5-5339-8828-c641f33ec86d,Nathan Pipenberg,verified,
Nathan Pipenberg -,eae790d9-83f5-5339-8828-c641f33ec86d,Nathan Pipenberg,verified,
Nathan Pipenburg,eae790d9-83f5-5339-8828-c641f33ec86d,Nathan Pipenberg,verified,
Nathan Rhoads,9af9fa47-67ea-5376-8875-71bf24016a7a,Nathan Rhoads,verified,
Nathan Rhoads -,9af9fa47-67ea-5376-8875-71bf24016a7a,Nathan Rhoads,verified,
Nazly Safarzadeh,af3cd21f-3186-5687-b981-ad655e6162a1,Nazly Safarzadeh,verified,
Neal Payne,73e33803-623c-53c6-b5d5-d2a6b81c4163,Neil Payne,verified,
Neil Payne,73e33803-623c-53c6-b5d5-d2a6b81c4163,Neil Payne,verified,
Nell Tekam,1eae2110-079e-5e9b-afa3-9f9f570eb2d0,Nell Tekam,verified,
Nelson Castro,c02bcce0-b34d-5928-bad6-9d2e198076c1,Nelson Castro,verified,
Nelson Castro,c02bcce0-b34d-5928-bad6-9d2e198076c1,Nelson Castro,verified,
Nelson Castro Lameda,c02bcce0-b34d-5928-bad6-9d2e198076c1,Nelson Castro,verified,
Nelson Monhollon,5ff55ce6-2a42-5159-ab1a-5b997c194707,Nelson Monhollon,verified,
Nelson Monhollon --,5ff55ce6-2a42-5159-ab1a-5b997c194707,Nelson Monhollon,verified,
Nenad Kovjenic,03487554-fdf3-5957-9a44-6f5e6bf0518e,Nenad Kovjenic,verified,
Nestor Vergara,159358e2-172b-5a8d-8f4f-141db5edf05d,Nestor Vergara,verified,
Nicholas Janin,60f2f097-5583-5ef1-afc0-d077656d1026,Nicholas Janin,verified,quarantine_split:existing_person
Nicholas Janin David Rambaud,60f2f097-5583-5ef1-afc0-d077656d1026,Nicholas Janin,verified,quarantine_split:redirect_from_concat
Nicholas Laroche,33009012-7a6b-5a0f-9ab6-308651d244d3,Nicholas Laroche,verified,
Nick Jaros,6a885ca2-769c-5b8e-9b4b-d94b60f94246,Nick Jaros,verified,
Nick Jaros -,6a885ca2-769c-5b8e-9b4b-d94b60f94246,Nick Jaros,verified,
Nick Landes,48268322-19d9-5180-aac2-241293167d21,Nick Landes,verified,
Nick Landis,48268322-19d9-5180-aac2-241293167d21,Nick Landes,verified,
Nick Miller,c9fc7508-8c52-5188-b931-9ca02ee55ddc,Nick Miller,verified,
Nick Polini,62344062-d3a4-56d5-bc8d-0ce8612be463,Nick Polini,verified,
Nico Gasser,08bad299-35e4-5311-a847-3f7d78cbeef6,Nico Gasser,verified,
Nicolas De Zeeuw,24331263-e0d9-5d89-be90-7558ae1a3db6,Nicolas De Zeeuw,verified,
Nicolas de Zeeuw,24331263-e0d9-5d89-be90-7558ae1a3db6,Nicolas De Zeeuw,verified,
Nicolas De Zeeuw II,24331263-e0d9-5d89-be90-7558ae1a3db6,Nicolas De Zeeuw,verified,suffix variant
Nicolas Dezeeuw,24331263-e0d9-5d89-be90-7558ae1a3db6,Nicolas De Zeeuw,verified,
Nicolas Janin,4e6f43e2-e696-59ca-81f1-8f45729a2df4,Nicolas Janin,verified,
