event_key,legacy_event_id,year,event_name,event_slug,start_date,end_date,city,region,country,host_club,status,notes,source
2014_helsinki,,2014,5th annual Helsinki Open Footbag Tournament,2014_helsinki,2014-06-28,2014-06-29,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2014_akisphere,,2014,Akisphere,2014_akisphere,2014-07-04,2014-07-06,Montreal,Quebec,Canada,Aki Québec,completed,,MIRROR|POST1997
2014_bembel,,2014,Bembel Cup 2014,2014_bembel,2014-05-30,2014-06-01,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2014_footbagjam_burgas,,2014,Burgas Summer Footbag Jam VI,2014_footbagjam_burgas,2014-08-22,2014-08-24,Burgas,,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2014_mud_island_belt,,2014,Mud Island Belt 2014,2014_mud_island_belt,2014-04-12,2014-04-13,Memphis,Tennessee,United States,,completed,,MIRROR|POST1997
2014_paris_battle,,2014,Paris Net Battle 2014,2014_paris_battle,2014-04-19,2014-04-19,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2014_rnh_winter_contest,,2014,RNH Winter Contest 2014,2014_rnh_winter_contest,2014-12-13,2014-12-14,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2014_seventh_windy_city,,2014,Seventh Annual Windy City Cup Footbag Net Championships,2014_seventh_windy_city,2014-06-21,2014-06-22,Chicago,Illinois,United States,Chicago Lake Coast Kickers,completed,,MIRROR|POST1997
2014_sweet_six_teen,,2014,Sweet Six-Teen - Footstar B-Day 2014,2014_sweet_six_teen,2014-02-01,2014-02-02,Berlin,,Germany,FC Footstar Berlin e.V.,completed,,MIRROR|POST1997
2014_footbagjam_lausanne,,2014,Swiss Footbag Open,2014_footbagjam_lausanne,2014-10-17,2014-10-19,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,completed,,MIRROR|POST1997
2014_swiss_z_rich,,2014,Swiss Jam Zürich,2014_swiss_z_rich,2014-03-15,2014-03-16,Zurich,,Switzerland,Sole Rebels Zürich,completed,,MIRROR|POST1997
2014_todexon_15,,2014,Todexon 15,2014_todexon_15,2014-04-04,2014-04-06,Prague,,Czech Republic,Czech Footbag Association,completed,,MIRROR|POST1997
2014_u_s,,2014,U. S. Open Footbag Championships 2014,2014_u_s,2014-06-28,2014-06-29,West Linn,Oregon,United States,Sole Purpose,completed,,MIRROR|POST1997
2014_footbagjam_stara_zagora,,2014,bulgarian open footbag jam part 24,2014_footbagjam_stara_zagora,2014-05-02,2014-05-04,Stara Zagora,,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2015_footbagjam_frankfurt,,2015,17th Annual German Footbag Open,2015_footbagjam_frankfurt,2015-12-04,2015-12-06,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2015_eurochamp_sofia,,2015,17th Annual IFPA European Footbag Championships,2015_eurochamp_sofia,2015-06-25,2015-06-28,Sofia,Sofia-Grad,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2015_fc_footstar_anniversary,,2015,17th FC Footstar anniversary,2015_fc_footstar_anniversary,2015-03-07,2015-03-08,Berlin,,Germany,FC Footstar Berlin e.V.,completed,,MIRROR|POST1997
2015_footbagjam_helsinki,,2015,19th Annual Finnish Footbag Open (FFA 20th anniversary special edition),2015_footbagjam_helsinki,2015-11-28,2015-11-29,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2015_finnish,,2015,2015 Finnish Footbag Championships in Singles Net,2015_finnish,2015-12-19,2015-12-19,Turku,Southwest Finland,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2015_mud_island_belt,,2015,2015 Mud Island Belt presented by Memphis Footworks,2015_mud_island_belt,2015-05-23,2015-05-25,Memphis,Tennessee,United States,,completed,,MIRROR|POST1997
2015_eastregion,,2015,33rd Annual East Coast Footbag Championships,2015_eastregion,2015-09-12,2015-09-13,Brooklyn,New York,United States,New York Footbag Association,completed,,MIRROR|POST1997
2015_worlds_copenhagen,,2015,36th IFPA WORLD FOOTBAG CHAMPIONSHIPS,2015_worlds_copenhagen,2015-07-26,2015-08-01,Copenhagen,Capital Region,Denmark,FootbagDenmark,completed,,MIRROR|POST1997
2015_copa_venezuela,,2015,5ta Copa Venezuela,2015_copa_venezuela,2015-06-27,2015-06-28,Caracas,Capital District,Venezuela,X-PRO,completed,,MIRROR|POST1997
2015_copa_pro,,2015,7ma Copa X-PRO,2015_copa_pro,2015-02-28,2015-02-28,Caracas,Capital District,Venezuela,X-PRO,completed,,MIRROR|POST1997
2015_windy_city,,2015,8th Annual Windy City Cup Footbag Net Championships,2015_windy_city,2015-06-19,2015-06-21,Chicago,Illinois,United States,Chicago Lake Coast Kickers,completed,,MIRROR|POST1997
2015_akisphere,,2015,Akisphere 2015,2015_akisphere,2015-07-10,2015-07-12,Montreal,Quebec,Canada,Aki Québec,completed,,MIRROR|POST1997
2015_austrian,,2015,Austrian Footbag Championships 2015,2015_austrian,2015-12-18,2015-12-19,Vienna,,Austria,Footbag-Vienna,completed,,MIRROR|POST1997
2015_bembel_15_years,,2015,Bembel Cup 2015 and 15 Years FrankfurtFootbag,2015_bembel_15_years,2015-05-23,2015-05-24,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2015_footbagjam_stara_zagora,,2015,Bulgarian Open Footbag Jam,2015_footbagjam_stara_zagora,2015-05-01,2015-05-03,Stara Zagora,,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2015_championnat_de_france,,2015,Championnat de France de Footbag 2015,2015_championnat_de_france,2015-07-11,2015-07-12,Nantes,Pays de la Loire,France,Carnabal Footbag,completed,,MIRROR|POST1997
2015_lakeerie,,2015,Lake Erie Footbag Tournament,2015_lakeerie,2015-07-18,2015-07-19,Erie,Pennsylvania,United States,FOOTBAG ERIE,completed,,MIRROR|POST1997
2015_footbagjam_ann_arbor,,2015,New Year's Footbag Jam,2015_footbagjam_ann_arbor,2015-01-03,2015-01-04,Ann Arbor,Michigan,United States,\m/ichigan footbag,completed,,MIRROR|POST1997
2015_stanford_presents_cardinal,,2015,"Stanford Footbag presents: ""Cardinal Cup"" Freestyle",2015_stanford_presents_cardinal,2015-05-23,2015-05-23,Palo Alto,California,United States,Stanford University Footbag Club,no_results,,MIRROR|POST1997
2015_footbagjam_lausanne,,2015,Swiss Footbag Open,2015_footbagjam_lausanne,2015-10-23,2015-10-25,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,completed,,MIRROR|POST1997
2015_perpetual_flame_challenge,,2015,The Perpetual Flame Footbag Net Challenge,2015_perpetual_flame_challenge,2015-09-05,2015-09-06,Caracas,Capital District,Venezuela,X-PRO,completed,,MIRROR|POST1997
2015_todexon_16,,2015,Todexon 16,2015_todexon_16,2015-04-11,2015-04-11,Prague,,Czech Republic,Czech Footbag Association,completed,,MIRROR|POST1997
2015_turku,,2015,Turku Open,2015_turku,2015-07-18,2015-07-18,Turku,Southwest Finland,Finland,Footcraft,completed,,MIRROR|POST1997
2015_usopen_west_linn,,2015,U.S. Open Footbag Championships 2015,2015_usopen_west_linn,2015-06-27,2015-06-28,West Linn,Oregon,United States,Sole Purpose,completed,,MIRROR|POST1997
2015_xv_polish,,2015,XV IFPA Polish Footbag Championships,2015_xv_polish,2015-09-12,2015-09-13,Katowice,Silesian,Poland,PSF Polish Footbag Association,completed,,MIRROR|POST1997
2016_polish,,2016,16th Annual Polish Footbag Championships,2016_polish,2016-09-10,2016-09-11,Katowice,Silesian,Poland,Jaworzno Footbag Club,completed,,MIRROR|POST1997
2016_footbagjam_bremen,,2016,18th Annual German Footbag Open,2016_footbagjam_bremen,2016-10-14,2016-10-16,Bremen,,Germany,Freestyle Fanatics,completed,,MIRROR|POST1997
2016_eurochamp_frankfurt,,2016,18th Annual IFPA European Footbag Championships 2016,2016_eurochamp_frankfurt,2016-06-17,2016-06-19,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2016_mud_island_belt,,2016,2016 Mud Island Belt presented by Memphis Footworks,2016_mud_island_belt,2016-05-28,2016-05-29,Memphis,Tennessee,United States,Memphis Footworks,completed,,MIRROR|POST1997
2016_footbagjam_turku,,2016,20th Annual Finnish Footbag Open,2016_footbagjam_turku,2016-11-19,2016-11-20,Turku,Southwest Finland,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2016_eastregion,,2016,34th Annual East Coast Footbag Championships,2016_eastregion,2016-09-09,2016-09-11,Brooklyn,New York,United States,New York Footbag Association,completed,,MIRROR|POST1997
2016_worlds_trnava,,2016,37th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2016,2016_worlds_trnava,2016-07-31,2016-08-06,Trnava,,Slovakia,Czech Footbag Association,completed,,MIRROR|POST1997
2016_windy_city,,2016,9th Annual Windy City Cup Footbag Net Championships,2016_windy_city,2016-07-15,2016-07-17,Chicago,Illinois,United States,Chicago Lake Coast Kickers,completed,,MIRROR|POST1997
2016_akisphere,,2016,Akisphere 2016,2016_akisphere,2016-07-08,2016-07-10,Montreal,Quebec,Canada,Aki Québec,completed,,MIRROR|POST1997
2016_austrian,,2016,Austrian Footbag Championships 2016,2016_austrian,2016-10-21,2016-10-22,Vienna,,Austria,Footbag-Vienna,completed,,MIRROR|POST1997
2016_bembel,,2016,Bembel Cup 2016,2016_bembel,2016-07-22,2016-07-24,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2016_footbagjam_stara_zagora,,2016,Bulgaria Footbag Open,2016_footbagjam_stara_zagora,2016-05-21,2016-05-22,Stara Zagora,,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2016_championnat_de_france,,2016,Championnat de France de Footbag 2016,2016_championnat_de_france,2016-05-14,2016-05-15,Nantes,Pays de la Loire,France,Carnabal Footbag,completed,,MIRROR|POST1997
2016_fc_footstars_anniversary,,2016,FC Footstar's 18th Anniversary,2016_fc_footstars_anniversary,2016-01-29,2016-01-31,Berlin,,Germany,FC Footstar Berlin e.V.,completed,,MIRROR|POST1997
2016_lakeerie,,2016,Lake Erie Footbag Tournament,2016_lakeerie,2016-05-14,2016-05-15,Erie,Pennsylvania,United States,FOOTBAG ERIE,completed,,MIRROR|POST1997
2016_malopolska_mistrzostwa_ma,,2016,Malopolska Footbag Championships 2016 // Mistrzostwa Ma³opolski w Zo¶kê 2016,2016_malopolska_mistrzostwa_ma,2016-10-08,2016-10-09,Kraków,Lesser Poland,Poland,Maniac Footbag Team,completed,,MIRROR|POST1997
2016_rnh_contest,,2016,RNH Contest 2016,2016_rnh_contest,2016-04-23,2016-04-24,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2016_footbagjam_lausanne,,2016,Swiss Footbag Open 2016,2016_footbagjam_lausanne,2016-10-28,2016-10-30,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,completed,,MIRROR|POST1997
2016_usopen_west_linn,,2016,U.S. Open Footbag Net Championships 2016,2016_usopen_west_linn,2016-06-25,2016-06-26,West Linn,Oregon,United States,Sole Purpose,completed,,MIRROR|POST1997
2016_zocha,,2016,Zocha Jam 2016,2016_zocha,2016-11-12,2016-11-13,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,,MIRROR|POST1997
2017_polish,,2017,17th Annual Polish Footbag Championships,2017_polish,2017-09-02,2017-09-03,Lublin,,Poland,PSF Polish Footbag Association,completed,,MIRROR|POST1997
2017_german,,2017,19th Annual German Footbag Championships 2017,2017_german,2017-11-18,2017-11-19,Berlin,,Germany,FC Footstar Berlin e.V.,completed,,MIRROR|POST1997
2017_eurochamp_aranjuez,,2017,19th Annual IFPA European Footbag Championships,2017_eurochamp_aranjuez,2017-05-25,2017-05-28,Aranjuez,Community of Madrid,Spain,,completed,,MIRROR|POST1997
2017_mud_belt_memphis,,2017,2017 Mud Belt Presented by Memphis Footworks,2017_mud_belt_memphis,2017-05-20,2017-05-21,Peninsula Cherokee,Alabama,United States,Memphis Footworks,completed,,MIRROR|POST1997
2017_eastregion,,2017,35th Annual East Coast Footbag Championships,2017_eastregion,2017-09-16,2017-09-17,New York,,United States,New York Footbag Association,completed,,MIRROR|POST1997
2017_worlds_portland,,2017,38th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2017,2017_worlds_portland,2017-08-06,2017-08-12,Portland,Oregon,United States,Sole Purpose,completed,,MIRROR|POST1997
2017_akisphere,,2017,Akisphere 2017,2017_akisphere,2017-07-28,2017-07-30,Montreal,Quebec,Canada,Aki Québec,completed,,MIRROR|POST1997
2017_austrian,,2017,Austrian Footbag Championships 2017,2017_austrian,2017-10-06,2017-10-08,Vienna,,Austria,Footbag-Vienna,completed,,MIRROR|POST1997
2017_bembel,,2017,Bembel Cup 2017,2017_bembel,2017-05-06,2017-05-07,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2017_bulgarian,,2017,Bulgarian Footbag Championships 2017,2017_bulgarian,2017-09-22,2017-09-24,Stara Zagora,,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2017_championnat_de_france,,2017,Championnat de France de Footbag 2017,2017_championnat_de_france,2017-07-08,2017-07-09,Nantes,Pays de la Loire,France,Carnabal Footbag,completed,,MIRROR|POST1997
2017_finnish_turku,,2017,Finnish Footbag Net Championships,2017_finnish_turku,2017-11-11,2017-11-12,Turku,Southwest Finland,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2017_finnish_helsinki,,2017,Finnish Freestyle Footbag Championships,2017_finnish_helsinki,2017-12-02,2017-12-02,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2017_lakeerie,,2017,Lake Erie Footbag Tournament,2017_lakeerie,2017-06-10,2017-06-11,Erie,Pennsylvania,United States,FOOTBAG ERIE,completed,,MIRROR|POST1997
2017_rnh_contest,,2017,RNH Contest,2017_rnh_contest,2017-04-01,2017-04-02,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2017_footbagjam_stara_zagora,,2017,Stara Zagora Footbag Jam 2017,2017_footbagjam_stara_zagora,2017-04-29,2017-04-30,Stara Zagora,,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2017_footbagjam_lausanne,,2017,Swiss Footbag Open 2017,2017_footbagjam_lausanne,2017-10-20,2017-10-22,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,completed,,MIRROR|POST1997
2017_tenth_windy_city,,2017,Tenth Annual Windy City Cup Footbag Net Championships,2017_tenth_windy_city,2017-06-24,2017-06-25,Chicago,Illinois,United States,Chicago Lake Coast Kickers,completed,,MIRROR|POST1997
2018_mud_belt_memphis,,2018,2018 Mud Belt presented by Memphis Footworks,2018_mud_belt_memphis,2018-05-19,2018-05-20,Memphis,Tennessee,United States,Memphis Footworks,completed,,MIRROR|POST1997
2018_footbagjam_las_vegas,,2018,2018 US Freestyle Footbag Open,2018_footbagjam_las_vegas,2018-12-14,2018-12-16,Las Vegas,Nevada,United States,Tucson Wild Footbag Cats,completed,,MIRROR|POST1997
2018_eurochamp_kranj,,2018,20th Annual IFPA European Footbag Championships,2018_eurochamp_kranj,2018-06-21,2018-06-23,Kranj,Upper Carniola,Slovenia,Footbag Kranj,completed,,MIRROR|POST1997
2018_torneo_nacional_de,,2018,2o Torneo Nacional de Footbag,2018_torneo_nacional_de,2018-10-27,2018-10-28,Medellín,Antioquia,Colombia,Footbag Medellin,completed,,MIRROR|POST1997
2018_eastregion,,2018,36th Annual East Coast Footbag Championships,2018_eastregion,2018-06-23,2018-06-24,New York,,United States,New York Footbag Association,completed,,MIRROR|POST1997
2018_worlds_sofia,,2018,39th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2018,2018_worlds_sofia,2018-07-22,2018-07-28,Sofia,Sofia-Grad,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2018_akisphere,,2018,Akisphere 2018,2018_akisphere,2018-07-06,2018-07-08,Montreal,Quebec,Canada,Aki Québec,completed,,MIRROR|POST1997
2018_austrian,,2018,Austrian Footbag Championships 2018,2018_austrian,2018-10-12,2018-10-13,Vienna,,Austria,Footbag-Vienna,completed,,MIRROR|POST1997
2018_bembel_anniversary,,2018,Bembel Cup 2018 - 10th Anniversary,2018_bembel_anniversary,2018-08-11,2018-08-12,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2018_bulgarian,,2018,Bulgarian Footbag Championships 2018,2018_bulgarian,2018-04-28,2018-04-30,Stara Zagora,,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2018_championnat_de_france,,2018,Championnat de France de footbag 2018,2018_championnat_de_france,2018-04-14,2018-04-15,Nantes,Pays de la Loire,France,Carnabal Footbag,completed,,MIRROR|POST1997
2018_copa_medellin_de,,2018,Copa Medellin De Footbag,2018_copa_medellin_de,2018-05-26,2018-05-27,Medellín,Antioquia,Colombia,Club Footbag Medellín,completed,,MIRROR|POST1997
2018_finnish,,2018,Footbag Finnish Open,2018_finnish,2018-12-08,2018-12-08,Turku,Southwest Finland,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2018_lakeerie,,2018,Lake Erie Footbag Tournament & Freestyle Jam,2018_lakeerie,2018-06-09,2018-06-10,Erie,Pennsylvania,United States,FOOTBAG ERIE,completed,,MIRROR|POST1997
2018_de_france,,2018,Open de France 2018,2018_de_france,2018-09-29,2018-09-30,Nantes,Pays de la Loire,France,Carnabal Footbag,completed,,MIRROR|POST1997
2018_rnh_contest,,2018,RNH Contest 2018,2018_rnh_contest,2018-03-24,2018-03-25,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2018_refaski,,2018,Refaski Cup 2018,2018_refaski,2018-06-17,2018-06-17,Tábor,South Bohemian,Czech Republic,SK FOOTBAG TÁBOR,completed,,MIRROR|POST1997
2018_suramericano_de_y,,2018,Suramericano de Footbag Net y Freestyle,2018_suramericano_de_y,2018-12-19,2018-12-22,Medellín,Antioquia,Colombia,Footbag Medellin,completed,,MIRROR|POST1997
2018_footbagjam_lausanne,,2018,Swiss Footbag Open,2018_footbagjam_lausanne,2018-10-27,2018-10-28,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,completed,,MIRROR|POST1997
2018_xviii_polish_krakow,,2018,XVIII Polish Footbag Championships - Krakow 2018,2018_xviii_polish_krakow,2018-08-31,2018-08-31,Kraków,Lesser Poland,Poland,Maniac Footbag Team,completed,,MIRROR|POST1997
2019_bembel_a_with,,2019,11th Bembel Cup 2019 - a jam with friends,2019_bembel_a_with,2019-08-17,2019-08-18,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2019_czech,,2019,19th Czech Footbag Net Championships,2019_czech,2019-11-30,2019-11-30,Hradec Králové,,Czech Republic,Hradec Kralove Footbag Club,completed,,MIRROR|POST1997
2019_eastregion,,2019,37th Annual East Coast Footbag Championships,2019_eastregion,2019-09-14,2019-09-15,New York,,United States,New York Footbag Association,completed,,MIRROR|POST1997
2019_worlds_warsaw,,2019,40th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2019,2019_worlds_warsaw,2019-07-29,2019-08-03,Warsaw,Masovian,Poland,WSF Warsaw Footbag Association,completed,,MIRROR|POST1997
2019_copa_bobston_de,,2019,4ta Copa BoBston de Footbag 2019,2019_copa_bobston_de,2019-03-30,2019-03-31,Medellín,Antioquia,Colombia,Footbag Medellin,completed,,MIRROR|POST1997
2019_akisphere,,2019,Akisphere 2019,2019_akisphere,2019-07-05,2019-07-07,Montréal,Quebec,Canada,Aki Québec,completed,,MIRROR|POST1997
2019_austrian_xmas,,2019,Austrian Footbag Championships + XMAS Jam 2019,2019_austrian_xmas,2019-12-20,2019-12-20,Vienna,,Austria,Footbag-Vienna,completed,,MIRROR|POST1997
2019_basque_bilbao_2,,2019,Basque Open Footbag Net Tournament (Doubles),2019_basque_bilbao_2,2019-11-24,2019-11-24,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2019_footbagjam_stara_zagora,,2019,Bulgarian Footbag Open Vol.2,2019_footbagjam_stara_zagora,2019-09-21,2019-09-23,Stara Zagora,,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2019_finnish,,2019,Footbag Finnish Open,2019_finnish,2019-12-29,2019-12-29,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2019_footbagjam_berlin,,2019,German Footbag Open 2019,2019_footbagjam_berlin,2019-10-12,2019-10-13,Berlin,,Germany,FC Footstar Berlin e.V.,completed,,MIRROR|POST1997
2019_basque_bilbao,,2019,I. Basque Tournament of Footbag (Doubles),2019_basque_bilbao,2019-04-27,2019-05-04,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2019_basque_larrabetzu,,2019,I. Basque Tournament of Footbag Net (Individual),2019_basque_larrabetzu,2019-08-23,2019-08-24,Larrabetzu,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2019_ereaga_doubles,,2019,I. Ereaga Footbag Net Tournament (Doubles) 2019,2019_ereaga_doubles,2019-07-28,2019-07-28,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2019_lakeerie,,2019,Lake Erie Footbag Tournament,2019_lakeerie,2019-06-08,2019-06-09,Erie,Pennsylvania,United States,FOOTBAG ERIE,completed,,MIRROR|POST1997
2019_medejam_de,,2019,MedeJam de Footbag 2019,2019_medejam_de,2019-12-28,2019-12-29,Medellín,Antioquia,Colombia,,completed,,MIRROR|POST1997
2019_mud_belt_memphis,,2019,Mud Belt Presented by Memphis Footworks,2019_mud_belt_memphis,2019-06-22,2019-06-23,Memphis,Tennessee,United States,Memphis Footworks,completed,,MIRROR|POST1997
2019_footbagjam_columbus,,2019,Ohio Footbag Jam,2019_footbagjam_columbus,2019-07-27,2019-07-28,Columbus,Ohio,United States,,no_results,,MIRROR|POST1997
2019_de_france,,2019,Open de France 2019,2019_de_france,2019-05-25,2019-05-26,Nantes,Pays de la Loire,France,Carnabal Footbag,completed,,MIRROR|POST1997
2019_rnh_contest,,2019,RNH Contest 2019,2019_rnh_contest,2019-03-24,2019-03-24,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2019_rnh_anniversary,,2019,RNH Footbag 20th Anniversary,2019_rnh_anniversary,2019-11-16,2019-11-17,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,,MIRROR|POST1997
2019_usopen_boston,,2019,US Open Footbag Championships 2019,2019_usopen_boston,2019-08-16,2019-08-18,Boston,Massachusetts,United States,Boston Shred Crew,completed,,MIRROR|POST1997
2019_xix_polish_krakow,,2019,XIX Polish Footbag Championships - Krakow 2019,2019_xix_polish_krakow,2019-11-23,2019-11-24,Kraków,Lesser Poland,Poland,Maniac Footbag Team,completed,,MIRROR|POST1997
2020_eastregion,,2020,38th Annual East Coast Footbag Championships,2020_eastregion,2020-09-12,2020-09-13,Doylesburg,Pennsylvania,United States,New York Footbag Association,completed,,MIRROR|POST1997
2020_akisphere,,2020,Akisphere 2020,2020_akisphere,2020-07-10,2020-07-12,Montreal,Quebec,Canada,Aki Québec,completed,,MIRROR|POST1997
2020_bulgarian,,2020,Bulgarian Footbag Championships 2020,2020_bulgarian,2020-06-20,2020-06-22,Stara Zagora,,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2020_czech,,2020,Czech Footbag Championships,2020_czech,2020-08-08,2020-08-08,Hradec Králové,,Czech Republic,Hradec Králové Footbag Club,completed,,MIRROR|POST1997
2020_bilbao_doubles,,2020,I.Bilbao Tournament (Doubles - Net),2020_bilbao_doubles,2020-06-28,2020-06-28,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2020_basque_bilbao,,2020,II. Basque Tournament of Footbag Net (Individual),2020_basque_bilbao,2020-08-30,2020-08-30,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2020_basque_bilbao_2,,2020,II.Basque Tournament of Footbag (Net - Individual),2020_basque_bilbao_2,2020-03-15,2020-03-15,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2020_xx_polish_warsaw,,2020,XX Polish Footbag Championships - Warsaw 2020,2020_xx_polish_warsaw,2020-11-14,2020-11-15,Warsaw,Masovian,Poland,WSF Warsaw Footbag Association,completed,,MIRROR|POST1997
2021_worlds_online,,2021,2021 IFPA Online World Footbag Freestyle Championships,2021_worlds_online,2021-08-01,2021-08-25,Online,Global,Global,Madrid Footbag Club,completed,,MIRROR|POST1997
2021_eurochamp_krakow,,2021,21st IFPA European Footbag Net Championships,2021_eurochamp_krakow,2021-08-20,2021-08-22,Kraków,Lesser Poland,Poland,Maniac Footbag Team,completed,,MIRROR|POST1997
2021_finnish,,2021,24th Annual Footbag Finnish Open,2021_finnish,2021-12-11,2021-12-11,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2021_eastregion,,2021,39th Annual East Coast Footbag Championships,2021_eastregion,2021-08-28,2021-08-29,Doylesburg,Pennsylvania,United States,New York Footbag Association,completed,,MIRROR|POST1997
2021_akisphere,,2021,Akisphere 2021,2021_akisphere,2021-07-09,2021-07-11,Montreal,Quebec,Canada,Aki Québec,completed,,MIRROR|POST1997
2021_footbagjam,,2021,Bulgarian Footbag Open 2021,2021_footbagjam,2021-05-22,2021-05-24,Stara Zagora,,Bulgaria,Urban Komba,completed,,MIRROR|POST1997
2021_czech,,2021,Czech Footbag Net Championships,2021_czech,2021-06-12,2021-06-12,Hradec Králové,,Czech Republic,Hradec Králové Footbag Club,completed,,MIRROR|POST1997
2021_basque_bilbao_2,,2021,II. Basque Tournament of Footbag Net (Doubles),2021_basque_bilbao_2,2021-08-10,2021-08-10,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2021_basque_bilbao_3,,2021,II.Basque Open Footbag Net Tournament (Doubles),2021_basque_bilbao_3,2021-10-23,2021-10-23,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2021_basque_bilbao,,2021,III.Basque Tournament of Footba Net (Individual),2021_basque_bilbao,2021-04-09,2021-04-09,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,completed,,MIRROR|POST1997
2021_refaski,,2021,Refaski Cup 2021,2021_refaski,2021-11-06,2021-11-06,Tábor,South Bohemian,Czech Republic,SK FOOTBAG TÁBOR,completed,,MIRROR|POST1997
2021_xxi_polish_warsaw,,2021,XXI Polish Footbag Championships - Warsaw 2021,2021_xxi_polish_warsaw,2021-11-27,2021-11-28,Warsaw,Masovian,Poland,WSF Warsaw Footbag Association,completed,,MIRROR|POST1997
2022_eurochamp_jaworzno,,2022,22nd Annual IFPA European Footbag Championships,2022_eurochamp_jaworzno,2022-07-22,2022-07-24,Jaworzno,Silesian,Poland,Jaworzno Footbag Club,completed,,MIRROR|POST1997
2022_eastregion,,2022,40th Annual East Coast Footbag Championships,2022_eastregion,2022-09-24,2022-09-25,Camp Doylesburg,Pennsylvania,United States,New York Footbag Association,completed,,MIRROR|POST1997
