event_key,legacy_event_id,year,event_name,event_slug,start_date,end_date,city,region,country,host_club,status,notes,source
1980_worlds,bb975bff1d,1980,1980 NHSA (Mike Marshall Memorial),1980_worlds,1980,,,,,,historical,CONFIRMED_MULTI_SOURCE,FBW|OLD_RESULTS|PRE1997
1980_worlds_clackamas,8396ba09ac,1980,1980 National / World Footbag Championships,1980_worlds_clackamas,1980,,,,,,historical,CONFIRMED_MULTI_SOURCE,FBW|IFAB|PRE1997
1980_western_states,,1980,Western States Footbag Championships 1980,1980_western_states,,,Corvallis,Oregon,United States,,completed,,MIRROR|POST1997
1981_worlds,b9540daaab,1981,1981 NHSA (Mike Marshall Memorial),1981_worlds,1981,,,,,,historical,CONFIRMED_MULTI_SOURCE,FBW|OLD_RESULTS|PRE1997
1981_worlds_portland,af9e865ed5,1981,1981 World Footbag Championships,1981_worlds_portland,1981,,,,,,historical,SINGLE_SOURCE,FBW|PRE1997
1981_texas_state,,1981,Texas State Footbag Championships 1981,1981_texas_state,,,,Texas,United States,,completed,,MIRROR|POST1997
1982_worlds,1e36e7ca92,1982,1982 NHSA,1982_worlds,1982,,,,,,historical,CONFIRMED_MULTI_SOURCE,FBW|OLD_RESULTS|PRE1997
1982_western_regionals,e41e20722d,1982,1982 Western Regionals,1982_western_regionals,1982,,,,,,historical,SINGLE_SOURCE,FBW|PRE1997
1982_worlds_portland,f771c4ef26,1982,1982 World Footbag Championships,1982_worlds_portland,1982,,,,,,historical,SINGLE_SOURCE,FBW|PRE1997
1983_worlds_nhsa,76498d51d2,1983,1983 NHSA,1983_worlds_nhsa,1983,,,,,,historical,CONFIRMED_MULTI_SOURCE,FBW|OLD_RESULTS|PRE1997
1983_oregon_state,0a43031545,1983,1983 Oregon State Championships,1983_oregon_state,1983,,,,,,historical,SINGLE_SOURCE,FBW|PRE1997
1983_worlds_wfa,00659874b9,1983,1983 WFA,1983_worlds_wfa,1983,,,,,,historical,CONFIRMED_MULTI_SOURCE,FBW|OLD_RESULTS|PRE1997
1983_worlds_portland,76ff377548,1983,1983 World Footbag Championships,1983_worlds_portland,1983,,,,,,historical,SINGLE_SOURCE,FBW|PRE1997
1983_secret_underground,,1983,Secret Underground Jam,1983_secret_underground,,,,,,,completed,,MIRROR|POST1997
1984_worlds,6cd9e5b635,1984,1984,1984_worlds,1984,,,,,,historical,CONFIRMED_MULTI_SOURCE,FBW|OLD_RESULTS|PRE1997
1984_euro_champs,77aa0f8390,1984,1984 European Footbag Championships,1984_euro_champs,1984,,,,,,historical,SINGLE_SOURCE,FBW|PRE1997
1984_wfa_nationals,0e1499ab21,1984,1984 WFA National Championships,1984_wfa_nationals,1984,,,,,,historical,CONFIRMED_MULTI_SOURCE,FBW|OLD_RESULTS|PRE1997
1985_worlds,88ab188635,1985,1985,1985_worlds,1985,,,,,,historical,CONFIRMED_MULTI_SOURCE,FBW|OLD_RESULTS|PRE1997
1985_holiday,,1985,1985 Holiday Classic,1985_holiday,,,San Diego,,California,,completed,,MIRROR|POST1997
1985_wfa_nationals,1c74083104,1985,1985 WFA National Championships,1985_wfa_nationals,1985,,,,,,historical,CONFIRMED_MULTI_SOURCE,FBW|OLD_RESULTS|PRE1997
1985_eastregion,,1985,East Coast Championships - 3rd Annual - 1985,1985_eastregion,1985-09-14,1985-09-15,Long Branch,New Jersey,United States,,completed,,MIRROR|POST1997
1985_floodbag_finals,,1985,Floodbag Finals,1985_floodbag_finals,,,Vancouver,,Washington,,completed,,MIRROR|POST1997
1985_footbagjam,,1985,Greatest Lakes Footbag Open,1985_footbagjam,,,Boulder,,Colorado,,completed,,MIRROR|POST1997
1985_st_valentines_day,,1985,St. Valentines Day Footbag Massacre,1985_st_valentines_day,,,Fort Collins,,Colorado,,completed,,MIRROR|POST1997
1985_mountainregion,,1985,WFA Rocky Mountain Regionals,1985_mountainregion,,,Kansas City,,Missouri,,completed,,MIRROR|POST1997
1985_western_national_indoor,,1985,Western National Indoor Footbag Freestyle Championship,1985_western_national_indoor,,,Chicago,,Illinois,,completed,,MIRROR|POST1997
1985_western_states,,1985,Western States Footbag Championships 1985,1985_western_states,,,Portland,Oregon,United States,,completed,,MIRROR|POST1997
1986_worlds_golden,b4b6a194e2,1986,1986 WFA World Championships,1986_worlds_golden,1986,,,,,,historical,CONFIRMED_MULTI_SOURCE,FBW|OLD_RESULTS|PRE1997
1986_eastregion,,1986,East Coast Footbag Championships - 4th Annual - 1986,1986_eastregion,1986-09-30,1986-09-30,Long Branch,New Jersey,United States,,completed,,MIRROR|POST1997
1986_sunshine_state,,1986,Sunshine State Open 1986,1986_sunshine_state,,,,Florida,United States,,completed,,MIRROR|POST1997
1987_euro_champs,e753e2a15c,1987,1987 European Footbag Championships,1987_euro_champs,1987,,,,,,historical,SINGLE_SOURCE,FBW|PRE1997
1987_worlds_golden,8667de3590,1987,1987 WFA World Championships,1987_worlds_golden,1987,,,,,,historical,CONFIRMED_MULTI_SOURCE,FBW|PRE1997
1987_eastregion,,1987,Eastern Regionals 1987,1987_eastregion,,,Atlanta,Georgia,United States,,completed,,MIRROR|POST1997
1988_us_nationals,7f20a87202,1988,1988 U.S. National Footbag Championships,1988_us_nationals,1988,,,,,,historical,SINGLE_SOURCE,FBW|PRE1997
1988_worlds_golden,d272be24f7,1988,1988 WFA World Championships,1988_worlds_golden,1988,,,,,,historical,CONFIRMED_MULTI_SOURCE,FBW|PRE1997
1988_california_state,,1988,California State Open 1988,1988_california_state,,,,California,United States,,completed,,MIRROR|POST1997
1989_worlds_golden,334c632f6e,1989,1989 WFA World Championships,1989_worlds_golden,1989,,,,,,historical,CONFIRMED_MULTI_SOURCE,FBW|IFAB|PRE1997
1990_worlds,15782bd1d5,1990,1990 WFA World Championships,1990_worlds,1990,,,,,,historical,SINGLE_SOURCE,FBW|PRE1997
1990_eastregion,,1990,East Coast Footbag Championships - 8th Annual - 1990,1990_eastregion,1990-08-31,1990-08-31,Beachwood,New Jersey,United States,,completed,,MIRROR|POST1997
1991_worlds,76340820ba,1991,1991 WFA World Championships,1991_worlds,1991,,,,,,historical,SINGLE_SOURCE,FBW|PRE1997
1991_eastregion,,1991,East Coast Footbag Championships - 1991 - 9th Annual,1991_eastregion,1991-10-05,1991-10-06,Beachwood,New Jersey,United States,,completed,,MIRROR|POST1997
1992_worlds,07e711d92a,1992,1992 WFA World Championships,1992_worlds,1992,,,,,,historical,SINGLE_SOURCE,FBW|PRE1997
1993_worlds,e04899bee1,1993,1993 IFAB World Championships,1993_worlds,1993,,,,,,historical,SINGLE_SOURCE,FBW|PRE1997
1994_worlds_palo_alto,b9d35c4646,1994,1994 IFAB World Championships,1994_worlds_palo_alto,1994,,,,,,historical,CONFIRMED_MULTI_SOURCE,FBW|IFAB|PRE1997
1995_worlds,1faddf6c05,1995,1995 IFAB World Championships,1995_worlds,1995,,,,,,historical,SINGLE_SOURCE,FBW|PRE1997
1995_eurochamp,,1995,European Open 1995,1995_eurochamp,,,,,,,completed,,MIRROR|POST1997
1996_worlds,6dc440629d,1996,1996 IFAB World Championships,1996_worlds,1996,,,,,,historical,SINGLE_SOURCE,FBW|PRE1997
1997_worlds_vancouver,,1997,11th Annual Vancouver Open (and Worlds Warm-Up),1997_worlds_vancouver,1997-08-02,1997-08-03,Vancouver,British Columbia,Canada,,completed,,MIRROR|POST1997
1997_midwest,,1997,13th Annual MIDWEST REGIONAL FOOTBAG CHAMPIONSHIPS,1997_midwest,1997-06-13,1997-06-15,Mt. Prospect,Illinois,United States,,completed,,MIRROR|POST1997
1997_emeraldcity,,1997,14th Annual Emerald City Open Footbag Championships,1997_emeraldcity,1997-06-07,1997-06-08,Seattle,Washington,United States,,completed,,MIRROR|POST1997
1997_seattle_fall_indoor,,1997,1997 Seattle Fall Indoor Tournament,1997_seattle_fall_indoor,1997-11-08,1997-11-09,Seattle,Washington,United States,,completed,,MIRROR|POST1997
1997_air_a_zona,,1997,Air-A-Zona State Footbag Championships,1997_air_a_zona,1997-01-18,1997-01-19,Scottsdale,Arizona,United States,,completed,,MIRROR|POST1997
1997_auburn_u_f,,1997,Auburn U.F.O. Fall Festival,1997_auburn_u_f,1997-11-08,1997-11-09,Auburn,Alabama,United States,,completed,,MIRROR|POST1997
1997_bedford_australia_indoor,,1997,Bedford (Australia) Indoor Footbag Championships,1997_bedford_australia_indoor,1997-06-08,1997-06-08,Perth,Western Australia,Australia,,completed,,MIRROR|POST1997
1997_california_state,,1997,California State Footbag Championships,1997_california_state,1997-07-05,1997-07-06,Santa Rosa,California,United States,,completed,,MIRROR|POST1997
1997_eugene_celebration,,1997,Eugene Celebration Footbag Tournament,1997_eugene_celebration,1997-09-20,1997-09-21,Eugene,Oregon,United States,,completed,,MIRROR|POST1997
1997_finnish,,1997,FOOTBAG SM 97 / Finnish Footbag Championships '97,1997_finnish,1997-11-29,1997-11-29,Helsinki,Uusimaa,Finland,,completed,,MIRROR|POST1997
1997_funtastik_summer,,1997,Funtastik Summer Classic,1997_funtastik_summer,1997-08-30,1997-09-01,Harrisburg,Pennsylvania,United States,,completed,,MIRROR|POST1997
1997_heartoffootbag,,1997,HEART OF FOOTBAG Freestyle Tournament,1997_heartoffootbag,1997-02-15,1997-02-16,Portland,Oregon,United States,,completed,,MIRROR|POST1997
1997_montreal,,1997,Montreal International Footbag Championships,1997_montreal,1997-07-19,1997-07-20,Montreal,Quebec,Canada,,completed,,MIRROR|POST1997
1997_new_york_explosion,,1997,New York Footbag EXPLOSION,1997_new_york_explosion,1997-06-28,1997-06-29,New York,,United States,,completed,,MIRROR|POST1997
1997_southern_california,,1997,Southern California Footbag Championships,1997_southern_california,1997-04-05,1997-04-06,Hermosa Beach,California,United States,,completed,,MIRROR|POST1997
1997_state_games_oregon,,1997,State Games of Oregon Footbag Tournament,1997_state_games_oregon,1997-07-12,1997-07-13,Gresham,Oregon,United States,,completed,,MIRROR|POST1997
1997_eastregion,,1997,The 15th Annual EAST COAST FOOTBAG CHAMPIONSHIPS,1997_eastregion,1997-04-26,1997-04-27,College Park,Maryland,United States,,completed,,MIRROR|POST1997
1997_worlds_portland,,1997,The 18th Annual WORLD FOOTBAG CHAMPIONSHIPS,1997_worlds_portland,1997-08-11,1997-08-17,Portland,Oregon,United States,Sole Purpose Footbag Club,completed,,MIRROR|POST1997
1997_ultimate_chaos_outdoor,,1997,The Ultimate Chaos Outdoor Footbag Flying Disc Festival,1997_ultimate_chaos_outdoor,1997-09-27,1997-09-28,Carbondale,Illinois,United States,,completed,,MIRROR|POST1997
1997_usopen_portland,,1997,U.S. OPEN FOOTBAG NET CHAMPIONSHIPS,1997_usopen_portland,1997-06-21,1997-06-22,Portland,Oregon,United States,,no_results,,MIRROR|POST1997
1997_university_oregon,,1997,University of Oregon Footbag Tournament,1997_university_oregon,1997-04-19,1997-04-20,Eugene,Oregon,United States,,completed,,MIRROR|POST1997
1997_westregion,,1997,Western Regional Footbag Championships,1997_westregion,1997-05-24,1997-05-26,Palo Alto,California,United States,,completed,,MIRROR|POST1997
1998_vancouver,,1998,12th Annual Vancouver Open Footbag Net Tournament,1998_vancouver,1998-08-22,1998-08-23,Vancouver,British Columbia,Canada,,completed,,MIRROR|POST1997
1998_funtastik_summer,,1998,13th Annual Funtastik Summer Classic Footbag Tournament,1998_funtastik_summer,1998-09-05,1998-09-07,Harrisburg,Pennsylvania,United States,,completed,,MIRROR|POST1997
1998_emeraldcity,,1998,15th Annual Emerald City Open,1998_emeraldcity,1998-06-06,1998-06-07,Mercer Island,Washington,United States,,completed,,MIRROR|POST1997
1998_beaver_open,,1998,18th Annual Beaver Open,1998_beaver_open,1998-09-05,1998-09-07,Salem,Oregon,United States,,completed,,MIRROR|POST1997
1998_southern,,1998,1998 Southern Regional Footbag Championships,1998_southern,1998-04-25,1998-04-26,Richardson,Texas,United States,Dallas Footbag Club,completed,,MIRROR|POST1997
1998_worlds_montreal,,1998,1998 WORLD FOOTBAG CHAMPIONSHIPS,1998_worlds_montreal,1998-07-13,1998-07-19,Montreal,Quebec,Canada,Pro Kicker,completed,,MIRROR|POST1997
1998_winter_windchill_warm,,1998,1998 Winter Windchill Warm-Up (l'Hivernal),1998_winter_windchill_warm,1998-03-28,1998-03-29,Montreal,Quebec,Canada,,completed,,MIRROR|POST1997
1998_air_a_zona,,1998,Air-A-Zona 2nd Annual Footbag Net Championships,1998_air_a_zona,1998-01-17,1998-01-18,Scottsdale,Arizona,United States,,completed,,MIRROR|POST1997
1998_footbagjam_helsinki,,1998,Finnish Footbag Open 1998,1998_footbagjam_helsinki,1998-09-26,1998-09-27,Helsinki,Uusimaa,Finland,,completed,,MIRROR|POST1997
1998_footbagjam_wichita,,1998,Kansas Footbag Open,1998_footbagjam_wichita,1998-05-16,1998-05-17,Wichita,Kansas,United States,,completed,,MIRROR|POST1997
1998_footbagjam_malta,,1998,Northern Illinois Footbag Open,1998_footbagjam_malta,1998-08-08,1998-08-09,Malta,Illinois,United States,,completed,,MIRROR|POST1997
1998_southern_california,,1998,Southern California Footbag Championships,1998_southern_california,1998-04-04,1998-04-05,Hermosa Beach,California,United States,,completed,,MIRROR|POST1997
1998_fighting_illini,,1998,The 1st Annual Fighting Illini Footbag Festival,1998_fighting_illini,1998-04-17,1998-04-19,Champaign,Illinois,United States,,completed,,MIRROR|POST1997
1998_chaos_indoor,,1998,The 3rd Annual Chaos Indoor Footbag Festival,1998_chaos_indoor,1998-02-07,1998-02-08,Carbondale,Illinois,United States,,completed,,MIRROR|POST1997
1998_u_s,,1998,U. S. Open Footbag Net Championships,1998_u_s,1998-06-20,1998-06-21,Portland,Oregon,United States,,completed,,MIRROR|POST1997
1998_westregion,,1998,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,1998_westregion,1998-05-23,1998-05-25,Palo Alto,California,United States,,completed,,MIRROR|POST1997
1999_usopen_portland,,1999,12th Annual U.S. Open Footbag Net Championships,1999_usopen_portland,1999-08-13,1999-08-15,Portland,Oregon,United States,,completed,,MIRROR|POST1997
1999_vancouver,,1999,13th Annual Vancouver Open Footbag Net Tournament,1999_vancouver,1999-08-21,1999-08-22,Vancouver,British Columbia,Canada,,completed,,MIRROR|POST1997
1999_funtastik_summer,,1999,14th Annual Funtastik Summer Classic,1999_funtastik_summer,1999-09-04,1999-09-06,Harrisburg,Pennsylvania,United States,,completed,,MIRROR|POST1997
1999_emeraldcity,,1999,16th Annual Emerald City Open,1999_emeraldcity,1999-06-12,1999-06-13,Seattle,Washington,United States,,completed,,MIRROR|POST1997
1999_montreal,,1999,1999 Montreal International Footbag Championship,1999_montreal,1999-07-02,1999-07-04,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,,MIRROR|POST1997
1999_southern,,1999,1999 Southern Regional Footbag Championships,1999_southern,1999-04-24,1999-04-25,Dallas,Texas,United States,Dallas Footbag Club,completed,,MIRROR|POST1997
1999_westregion,,1999,1999 Western Regional Footbag Championships,1999_westregion,1999-05-29,1999-05-31,Palo Alto,California,United States,,completed,,MIRROR|POST1997
1999_montana_invitational,,1999,1st Annual Montana Invitational,1999_montana_invitational,1999-09-18,1999-09-19,Park Bigfork,Montana,United States,,completed,,MIRROR|POST1997
1999_illini,,1999,2nd Annual Illini Footbag Festival,1999_illini,1999-04-10,1999-04-11,Champaign,Illinois,United States,,completed,,MIRROR|POST1997
1999_air_a_zona,,1999,3rd Annual Air-A-Zona Footbag Net Championships,1999_air_a_zona,1999-01-16,1999-01-17,Field Tempe,Arizona,United States,,completed,,MIRROR|POST1997
1999_california_state,,1999,California State Footbag Championships,1999_california_state,1999-10-23,1999-10-24,San Francisco,California,United States,,completed,,MIRROR|POST1997
1999_eurochamp_berlin,,1999,EUROPEAN FOOTBAG OPEN,1999_eurochamp_berlin,1999-06-19,1999-06-20,Berlin,,Germany,,completed,,MIRROR|POST1997
1999_eastregion,,1999,East Coast Footbag Championships,1999_eastregion,1999-05-08,1999-05-09,College Park,Maryland,United States,,completed,,MIRROR|POST1997
1999_footbagjam,,1999,Finnish Footbag Open Championships 1999,1999_footbagjam,1999-08-28,1999-08-29,Helsinki,Uusimaa,Finland,,completed,,MIRROR|POST1997
1999_finnish,,1999,Finnish Freestyle Festival '99,1999_finnish,1999-03-13,1999-03-13,Helsinki,Uusimaa,Finland,,completed,,MIRROR|POST1997
1999_german_battle_99,,1999,German Footbag Freestyle Battle 99,1999_german_battle_99,1999-12-19,1999-12-19,Berlin,,Germany,FC Footstar Berlin e.V.,completed,,MIRROR|POST1997
1999_montreal_windchill_lhivernal,,1999,Montreal Windchill (l'HIVERNAL),1999_montreal_windchill_lhivernal,1999-04-10,1999-04-11,Montreal,Quebec,Canada,,completed,,MIRROR|POST1997
1999_southern_california,,1999,Southern California Footbag Championships,1999_southern_california,1999-04-10,1999-04-11,Hermosa Beach,California,United States,,completed,,MIRROR|POST1997
1999_state_games_oregon,,1999,State Games of Oregon Footbag Tournament,1999_state_games_oregon,1999-05-15,1999-05-16,Eugene,Oregon,United States,,completed,,MIRROR|POST1997
1999_turku_tournee,,1999,Turku Tournee 1999,1999_turku_tournee,1999-09-25,1999-09-25,Turku,Southwest Finland,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
1999_worlds_chicago,,1999,WORLD FOOTBAG CHAMPIONSHIPS,1999_worlds_chicago,1999-07-12,1999-07-18,Chicago,Illinois,United States,,completed,,MIRROR|POST1997
2000_southeast_idaho,,2000,2000 Southeast Idaho Footbag Championships,2000_southeast_idaho,2000-07-15,2000-07-15,Pocatello,Idaho,United States,Idaho State University Footbag Club,completed,,MIRROR|POST1997
2000_air_a_zona,,2000,4th Annual Air-A-Zona Footbag Net Tournament,2000_air_a_zona,2000-01-15,2000-01-17,Tempe,Arizona,United States,AIR-A-ZONA FOOTBAG NET CLUB,completed,,MIRROR|POST1997
2000_footbagjam,,2000,4th Annual Kansas Footbag Open,2000_footbagjam,2000-05-20,2000-05-21,Wichita,Kansas,United States,,completed,,MIRROR|POST1997
2000_southern_california,,2000,6th Annual Southern California Footbag Championships,2000_southern_california,2000-04-15,2000-04-16,Hermosa Beach,California,United States,OOPS,completed,,MIRROR|POST1997
2000_colorado_shred_symposium,,2000,Colorado Shred Symposium,2000_colorado_shred_symposium,2000-02-19,2000-02-21,Boulder,Colorado,United States,,completed,,MIRROR|POST1997
2000_eastregion,,2000,East Coast Footbag Championships,2000_eastregion,2000-04-29,2000-04-30,College Park,Maryland,United States,,completed,,MIRROR|POST1997
2000_emeraldcity,,2000,Emerald City Open,2000_emeraldcity,2000-06-24,2000-06-25,Seattle,Washington,United States,,completed,,MIRROR|POST1997
2000_eurochamp_paris,,2000,European Footbag Championships 2000,2000_eurochamp_paris,2000-07-14,2000-07-16,Paris,Île-de-France,France,,completed,,MIRROR|POST1997
2000_first_arica,,2000,First Annual Arica Open,2000_first_arica,2000-02-03,2000-02-03,Arica,Arica y Parinacota,Chile,,completed,,MIRROR|POST1997
2000_meeting_bern,,2000,Footbag Meeting Bern,2000_meeting_bern,2000-06-17,2000-06-17,Bern,,Switzerland,Sole Rebels Zürich,completed,,MIRROR|POST1997
2000_oulu,,2000,Footbag Oulu-Open 2000,2000_oulu,2000-07-29,2000-07-30,Oulu,North Ostrobothnia,Finland,,completed,,MIRROR|POST1997
2000_funtastik_summer,,2000,Funtastik Summer Classic Footbag Tournament,2000_funtastik_summer,2000-09-02,2000-09-04,Harrisburg,Pennsylvania,United States,,completed,,MIRROR|POST1997
2000_montreal,,2000,Montreal International Footbag Championships,2000_montreal,2000-07-07,2000-07-09,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,,MIRROR|POST1997
2000_new_zealand,,2000,New Zealand Footbag Championships,2000_new_zealand,2000-04-01,2000-04-02,Wellington,,New Zealand,,completed,,MIRROR|POST1997
2000_quebec_city,,2000,Quebec City Footbag Net Championships,2000_quebec_city,2000-07-02,2000-07-03,Quebec City,Quebec,Canada,,completed,,MIRROR|POST1997
2000_texas_state,,2000,Texas State Footbag Championships,2000_texas_state,2000-11-11,2000-11-12,Austin,Texas,United States,Austin Style Footbag Club - Texas Footbag League,completed,,MIRROR|POST1997
2000_philly,,2000,The 2nd Annual Philly Open Footbag Championships,2000_philly,2000-03-25,2000-03-26,Phoenixville,Pennsylvania,United States,,completed,,MIRROR|POST1997
2000_todexon,,2000,Todexon Cup Freestyle Tournament,2000_todexon,2000-02-05,2000-02-05,Prague,,Czech Republic,Czech Footbag Association,completed,,MIRROR|POST1997
2000_turku,,2000,Turku Open 2000,2000_turku,2000-06-10,2000-06-11,Turku,Southwest Finland,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2000_usopen_portland,,2000,U.S. Open Footbag Net Championships,2000_usopen_portland,2000-08-11,2000-08-13,Portland,Oregon,United States,,completed,,MIRROR|POST1997
2000_worlds_vancouver,,2000,WORLD FOOTBAG CHAMPIONSHIPS,2000_worlds_vancouver,2000-08-14,2000-08-20,Vancouver,British Columbia,Canada,Kitsilano Footbag Association,completed,,MIRROR|POST1997
2001_hungarian,,2001,1st Hungarian Footbag Cup,2001_hungarian,2001-02-03,2001-02-03,Budapest,,Hungary,FreeStall,completed,,MIRROR|POST1997
2001_montreal_summer_challenge,,2001,1st Montreal Summer Freestyle Challenge,2001_montreal_summer_challenge,2001-07-20,2001-07-22,Montreal,Quebec,Canada,,completed,,MIRROR|POST1997
2001_footbagjam_frankfurt,,2001,2001 Frankfurt Footbag Open,2001_footbagjam_frankfurt,2001-09-29,2001-09-29,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,,MIRROR|POST1997
2001_southern,,2001,2001 Southern Regional Footbag Championships,2001_southern,2001-05-19,2001-05-20,Richardson,Texas,United States,Dallas Footbag Club,completed,,MIRROR|POST1997
2001_new_zealand,,2001,2nd Annual New Zealand Footbag Championships,2001_new_zealand,2001-01-06,2001-01-06,Auckland,,New Zealand,The Auckland Freestyle Footbag Club (AFFC),completed,,MIRROR|POST1997
2001_turku_finland,,2001,3rd annual Turku International Open Championships 2001 Finland,2001_turku_finland,2001-06-09,2001-06-09,Turku,Southwest Finland,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2001_3_me_de,,2001,3ème Open de France de Footbag,2001_3_me_de,2001-11-09,2001-11-11,Montpellier,Occitanie,France,,completed,,MIRROR|POST1997
2001_finnish,,2001,5th Annual Finnish Footbag Championships,2001_finnish,2001-09-28,2001-09-30,Turku,Southwest Finland,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,,MIRROR|POST1997
2001_australian,,2001,Australian Footbag Championships,2001_australian,2001-12-07,2001-12-09,Sydney,New South Wales,Australia,,completed,,MIRROR|POST1997
2001_bootf_gers_shred,,2001,Bootfägers Shred,2001_bootf_gers_shred,2001-11-10,2001-11-10,Basel,Basel-Stadt,Switzerland,Bootfägers Basel,completed,,MIRROR|POST1997
2001_colorado_shred_symposium,,2001,COLORADO SHRED SYMPOSIUM 2,2001_colorado_shred_symposium,2001-02-25,2001-02-25,Boulder,Colorado,United States,,completed,,MIRROR|POST1997
2001_chicago_inner_circle,,2001,Chicago Inner Circle Museum of Science and Industry Jam,2001_chicago_inner_circle,2001-07-20,2001-07-21,Chicago,Illinois,United States,Chicago Inner Circle,completed,,MIRROR|POST1997
2001_worlds_bushnell,,2001,Cornerstone Festival 2001 Largest Footbag Circle World Record Attempt,2001_worlds_bushnell,2001-07-06,2001-07-06,Bushnell,Illinois,United States,,no_results,,MIRROR|POST1997
2001_eastregion,,2001,East Coast Footbag Championships,2001_eastregion,2001-04-28,2001-04-29,College Park,Maryland,United States,,completed,,MIRROR|POST1997
2001_estonian,,2001,Estonian Footbag Championships,2001_estonian,2001-10-07,2001-10-07,Tallinn,Harju County,Estonia,Tallinn Footbag Club,completed,,MIRROR|POST1997
2001_eurochamp_prague,,2001,European Footbag Championships,2001_eurochamp_prague,2001-07-19,2001-07-22,Prague,,Czech Republic,Czech Footbag Association,completed,,MIRROR|POST1997
2001_faith_forum,,2001,Faith Footbag Forum,2001_faith_forum,2001-07-14,2001-07-14,Washington,Pennsylvania,United States,,no_results,,MIRROR|POST1997
2001_fallparty,,2001,Fall Footbag Party,2001_fallparty,2001-10-20,2001-10-21,Manassas,Virginia,United States,D.C. All-Stars,no_results,,MIRROR|POST1997
2001_footbagjam_helsinki,,2001,Finnstyle Footbag JAM,2001_footbagjam_helsinki,2001-11-24,2001-11-24,Helsinki,Uusimaa,Finland,,completed,,MIRROR|POST1997
2001_first_eugene_freekout,,2001,First Annual Eugene Freestyle Freekout!!!,2001_first_eugene_freekout,2001-03-24,2001-03-25,Eugene,Oregon,United States,,completed,,MIRROR|POST1997
2001_funtastik_summer,,2001,Funtastik Summer Classic Footbag Tournament,2001_funtastik_summer,2001-09-01,2001-09-03,Harrisburg,Pennsylvania,United States,,completed,,MIRROR|POST1997
2001_torneo_hacky_sack,,2001,II Torneo Hacky Sack,2001_torneo_hacky_sack,2001-11-09,2001-11-09,Hermosillo,Sonora,Mexico,,no_results,,MIRROR|POST1997
2001_footbagjam_keuruu,,2001,Keuruu Footbag Jam 2001,2001_footbagjam_keuruu,2001-06-16,2001-06-16,Keuruu,Central Finland,Finland,,completed,,MIRROR|POST1997
2001_lhivernal_windchill,,2001,L'Hivernal (The Windchill) Footbag Tournament,2001_lhivernal_windchill,2001-02-10,2001-02-11,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,,MIRROR|POST1997
2001_montreal,,2001,Montreal International Footbag Net Championships 2001,2001_montreal,2001-07-14,2001-07-15,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,,MIRROR|POST1997
2001_polish_competition,,2001,Polish Footbag Competition,2001_polish_competition,2001-06-22,2001-06-22,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,,MIRROR|POST1997
2001_saskatchewan,,2001,Saskatchewan Footbag Championships,2001_saskatchewan,2001-08-18,2001-08-19,Regina,Saskatchewan,Canada,,completed,,MIRROR|POST1997
2001_second_arica,,2001,Second Annual Arica Open,2001_second_arica,2001-01-10,2001-01-10,Arica,Arica y Parinacota,Chile,,completed,,MIRROR|POST1997
2001_southern_california,,2001,Southern California Footbag Championships,2001_southern_california,2001-04-28,2001-04-29,Hermosa Beach,California,United States,OOPS,completed,,MIRROR|POST1997
2001_swiss_footjam,,2001,Swiss Footbag Championships (FootJam),2001_swiss_footjam,2001-05-26,2001-05-27,Zurich,,Switzerland,Sole Rebels Zürich,completed,,MIRROR|POST1997
2001_footbagjam_zurich,,2001,Swiss Footbag Jam,2001_footbagjam_zurich,2001-01-27,2001-01-28,Zurich,,Switzerland,Sole Rebels Zürich,no_results,,MIRROR|POST1997
2001_texas_state,,2001,Texas State Footbag Championships,2001_texas_state,2001-11-17,2001-11-18,Austin,Texas,United States,Austin Style Footbag Club - Texas Footbag League,completed,,MIRROR|POST1997
2001_vancouver,,2001,Vancouver Open Footbag Tournament,2001_vancouver,2001-08-25,2001-08-26,Vancouver,British Columbia,Canada,Kitsilano Footbag Association,completed,,MIRROR|POST1997
2001_vienna,,2001,Vienna Footbag Festival,2001_vienna,2001-08-19,2001-08-19,Vienna,,Austria,Footbag-Vienna,completed,,MIRROR|POST1997
2001_westregion,,2001,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,2001_westregion,2001-05-26,2001-05-28,Palo Alto,California,United States,Stanford University Footbag Club,completed,,MIRROR|POST1997
2001_worlds_san_francisco,,2001,WORLD FOOTBAG CHAMPIONSHIPS,2001_worlds_san_francisco,2001-08-06,2001-08-12,San Francisco Bay Area,California,United States,,completed,,MIRROR|POST1997
