event_key,discipline_key,discipline_name,discipline_category,team_type,sort_order,coverage_flag,notes
1980_western_states,1980_western_states__freestyle,Freestyle,freestyle,singles,1,complete,
1980_western_states,1980_western_states__open_doubles_net,Open Doubles Net,net,doubles,2,complete,
1980_western_states,1980_western_states__open_singles_net,Open Singles Net,net,singles,3,complete,
1980_western_states,1980_western_states__womens_singles,Women's Singles,freestyle,singles,4,complete,
1980_worlds,1980_worlds__doubles_consecutive_kicks,Doubles Consecutive Kicks,,,,,
1980_worlds,1980_worlds__doubles_net,Doubles Net,,,,,
1980_worlds,1980_worlds__singles_consecutive_kicks,Singles Consecutive Kicks,,,,,
1980_worlds,1980_worlds__singles_net,Singles Net,,,,,
1980_worlds_clackamas,1980_worlds_clackamas__open_singles,Open Singles,,,,,
1981_texas_state,1981_texas_state__open_singles_net,Open Singles Net,net,singles,1,complete,
1981_worlds,1981_worlds__doubles_net,Doubles Net,,,,,
1981_worlds,1981_worlds__intermediate_doubles_net,Intermediate Doubles Net,,,,,
1981_worlds,1981_worlds__intermediate_singles_consecutive_kicks,Intermediate Singles Consecutive Kicks,,,,,
1981_worlds,1981_worlds__intermediate_singles_net,Intermediate Singles Net,,,,,
1981_worlds,1981_worlds__singles_consecutive_kicks,Singles Consecutive Kicks,,,,,
1981_worlds,1981_worlds__singles_net,Singles Net,,,,,
1981_worlds,1981_worlds__team_consecutive_kicks,Team Consecutive Kicks,,,,,
1981_worlds,1981_worlds__women's_doubles_net,Women's Doubles Net,,,,,
1981_worlds,1981_worlds__women's_singles_consecutive_kicks,Women's Singles Consecutive Kicks,,,,,
1981_worlds_portland,1981_worlds_portland__open_singles,Open Singles,,,,,
1981_worlds_portland,1981_worlds_portland__freestyle_singles,Freestyle Singles,freestyle,singles,1,complete,
1981_worlds_portland,1981_worlds_portland__open_doubles,Open Doubles,net,doubles,2,complete,
1981_worlds_portland,1981_worlds_portland__womens_singles,Women's Singles,net,singles,4,complete,
1982_western_regionals,1982_western_regionals__open_doubles,Open Doubles,,,,,
1982_worlds,1982_worlds__,,,,,,
1982_worlds,1982_worlds__doubles_net,Doubles Net,,,,,
1982_worlds,1982_worlds__freestyle,Freestyle,,,,,
1982_worlds,1982_worlds__golf,Golf,,,,,
1982_worlds,1982_worlds__intermediate_doubles_net,Intermediate Doubles Net,,,,,
1982_worlds,1982_worlds__intermediate_freestyle,Intermediate Freestyle,,,,,
1982_worlds,1982_worlds__intermediate_singles_net,Intermediate Singles Net,,,,,
1982_worlds,1982_worlds__mixed_dbls_net,Mixed Dbls Net,,,,,
1982_worlds,1982_worlds__mixed_doubles_net,Mixed Doubles Net,,,,,
1982_worlds,1982_worlds__open_dbls_net,Open Dbls Net,,,,,
1982_worlds,1982_worlds__open_golf,Open Golf,,,,,
1982_worlds,1982_worlds__open_sgls_consecutive,Open Sgls Consecutive,,,,,
1982_worlds,1982_worlds__open_sgls_freestyle,Open Sgls Freestyle,,,,,
1982_worlds,1982_worlds__open_sgls_net,Open Sgls Net,,,,,
1982_worlds,1982_worlds__open_team_freestyle,Open Team Freestyle,,,,,
1982_worlds,1982_worlds__singles_consecutive_kicks,Singles Consecutive Kicks,,,,,
1982_worlds,1982_worlds__singles_net,Singles Net,,,,,
1982_worlds,1982_worlds__women's_dbls_net,Women's Dbls Net,,,,,
1982_worlds,1982_worlds__women's_doubles_net,Women's Doubles Net,,,,,
1982_worlds,1982_worlds__women's_sgls_net,Women's Sgls Net,,,,,
1982_worlds,1982_worlds__women's_singles_net,Women's Singles Net,,,,,
1982_worlds_portland,1982_worlds_portland__open_singles,Open Singles,,,,,
1982_worlds_portland,1982_worlds_portland__open_singles_net,Open Singles Net,net,singles,1,complete,
1983_oregon_state,1983_oregon_state__open_singles,Open Singles,,,,,
1983_secret_underground,1983_secret_underground__open_freestyle,Open Freestyle,freestyle,singles,1,complete,
1983_worlds_nhsa,1983_worlds_nhsa__doubles_net,Doubles Net,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__intermediate_doubles_net,Intermediate Doubles Net,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__intermediate_singles_net,Intermediate Singles Net,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__mixed_dbls_net,Mixed Dbls Net,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__mixed_doubles_net,Mixed Doubles Net,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__open_dbls_net,Open Dbls Net,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__open_golf,Open Golf,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__open_sgls_consecutive,Open Sgls Consecutive,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__open_sgls_freestyle,Open Sgls Freestyle,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__open_sgls_net,Open Sgls Net,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__open_team_freestyle,Open Team Freestyle,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__singles,Singles,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__singles_consecutive_kicks,Singles Consecutive Kicks,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__singles_freestyle,Singles Freestyle,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__singles_net,Singles Net,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__team,Team,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__team_freestyle,Team Freestyle,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__women's_consecutive_kicks,Women's Consecutive Kicks,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__women's_doubles_net,Women's Doubles Net,,,,,
1983_worlds_nhsa,1983_worlds_nhsa__women's_singles_net,Women's Singles Net,,,,,
1983_worlds_portland,1983_worlds_portland__open_doubles_net,Open Doubles Net,,,,,
1983_worlds_portland,1983_worlds_portland__open_singles_net,Open Singles Net,,,,,
1983_worlds_wfa,1983_worlds_wfa__doubles_net,Doubles Net,,,,,
1983_worlds_wfa,1983_worlds_wfa__golf,Golf,,,,,
1983_worlds_wfa,1983_worlds_wfa__mixed_dbls_net,Mixed Dbls Net,,,,,
1983_worlds_wfa,1983_worlds_wfa__mixed_doubles_net,Mixed Doubles Net,,,,,
1983_worlds_wfa,1983_worlds_wfa__open_dbls_net,Open Dbls Net,,,,,
1983_worlds_wfa,1983_worlds_wfa__open_golf,Open Golf,,,,,
1983_worlds_wfa,1983_worlds_wfa__open_sgls_consecutive,Open Sgls Consecutive,,,,,
1983_worlds_wfa,1983_worlds_wfa__open_sgls_freestyle,Open Sgls Freestyle,,,,,
1983_worlds_wfa,1983_worlds_wfa__open_sgls_net,Open Sgls Net,,,,,
1983_worlds_wfa,1983_worlds_wfa__open_team_freestyle,Open Team Freestyle,,,,,
1983_worlds_wfa,1983_worlds_wfa__singles,Singles,,,,,
1983_worlds_wfa,1983_worlds_wfa__singles_consecutive_kicks,Singles Consecutive Kicks,,,,,
1983_worlds_wfa,1983_worlds_wfa__singles_freestyle,Singles Freestyle,,,,,
1983_worlds_wfa,1983_worlds_wfa__singles_net,Singles Net,,,,,
1983_worlds_wfa,1983_worlds_wfa__team,Team,,,,,
1983_worlds_wfa,1983_worlds_wfa__team_freestyle,Team Freestyle,,,,,
1983_worlds_wfa,1983_worlds_wfa__women's_dbls_net,Women's Dbls Net,,,,,
1983_worlds_wfa,1983_worlds_wfa__women's_doubles_net,Women's Doubles Net,,,,,
1983_worlds_wfa,1983_worlds_wfa__women's_sgls_net,Women's Sgls Net,,,,,
1983_worlds_wfa,1983_worlds_wfa__women's_singles_net,Women's Singles Net,,,,,
1984_euro_champs,1984_euro_champs__open_singles_net,Open Singles Net,,,,,
1984_wfa_nationals,1984_wfa_nationals__men's_overall,Men's Overall,,,,,
1984_wfa_nationals,1984_wfa_nationals__mixed_dbls_net,Mixed Dbls Net,,,,,
1984_wfa_nationals,1984_wfa_nationals__open_dbls_net,Open Dbls Net,,,,,
1984_wfa_nationals,1984_wfa_nationals__open_golf,Open Golf,,,,,
1984_wfa_nationals,1984_wfa_nationals__open_sgls_consecutive,Open Sgls Consecutive,,,,,
1984_wfa_nationals,1984_wfa_nationals__open_sgls_freestyle,Open Sgls Freestyle,,,,,
1984_wfa_nationals,1984_wfa_nationals__open_sgls_net,Open Sgls Net,,,,,
1984_wfa_nationals,1984_wfa_nationals__open_team_freestyle,Open Team Freestyle,,,,,
1984_wfa_nationals,1984_wfa_nationals__singles,Singles,,,,,
1984_wfa_nationals,1984_wfa_nationals__team,Team,,,,,
1984_wfa_nationals,1984_wfa_nationals__women's_dbls_net,Women's Dbls Net,,,,,
1984_wfa_nationals,1984_wfa_nationals__women's_overall,Women's Overall,,,,,
1984_wfa_nationals,1984_wfa_nationals__women's_sgls_net,Women's Sgls Net,,,,,
1984_wfa_nationals,1984_wfa_nationals__women's_team_freestyle,Women's Team Freestyle,,,,,
1984_worlds,1984_worlds__advanced_doubles_net,Advanced Doubles Net,,,,,
1984_worlds,1984_worlds__advanced_singles_net,Advanced Singles Net,,,,,
1984_worlds,1984_worlds__doubles_consecutive_kicks,Doubles Consecutive Kicks,,,,,
1984_worlds,1984_worlds__doubles_one-pass_consecutive_kicks,Doubles One-Pass Consecutive Kicks,,,,,
1984_worlds,1984_worlds__golf,Golf,,,,,
1984_worlds,1984_worlds__intermediate_doubles_net,Intermediate Doubles Net,,,,,
1984_worlds,1984_worlds__intermediate_freestyle,Intermediate Freestyle,,,,,
1984_worlds,1984_worlds__intermediate_singles_net,Intermediate Singles Net,,,,,
1984_worlds,1984_worlds__men's_overall,Men's Overall,,,,,
1984_worlds,1984_worlds__mixed_doubles_net,Mixed Doubles Net,,,,,
1984_worlds,1984_worlds__open_freestyle,Open Freestyle,,,,,
1984_worlds,1984_worlds__singles_consecutive_kicks,Singles Consecutive Kicks,,,,,
1984_worlds,1984_worlds__singles_freestyle,Singles Freestyle,,,,,
1984_worlds,1984_worlds__team_freestyle,Team Freestyle,,,,,
1984_worlds,1984_worlds__ultra_doubles_net,Ultra Doubles Net,,,,,
1984_worlds,1984_worlds__ultra_singles_net,Ultra Singles Net,,,,,
1984_worlds,1984_worlds__women's_doubles_consecutive_kicks,Women's Doubles Consecutive Kicks,,,,,
1984_worlds,1984_worlds__women's_doubles_net,Women's Doubles Net,,,,,
1984_worlds,1984_worlds__women's_doubles_one-pass_consecutive_kicks,Women's Doubles One-Pass Consecutive Kicks,,,,,
1984_worlds,1984_worlds__women's_freestyle,Women's Freestyle,,,,,
1984_worlds,1984_worlds__women's_golf,Women's Golf,,,,,
1984_worlds,1984_worlds__women's_overall,Women's Overall,,,,,
1984_worlds,1984_worlds__women's_singles_consecutive_kicks,Women's Singles Consecutive Kicks,,,,,
1984_worlds,1984_worlds__women's_singles_net,Women's Singles Net,,,,,
1984_worlds,1984_worlds__women's_ultra_singles_net,Women's Ultra Singles Net,,,,,
1985_eastregion,1985_eastregion__advanced_doubles_net,Advanced Doubles Net,net,doubles,1,complete,
1985_eastregion,1985_eastregion__doubles_consecutive,Doubles Consecutive,sideline,doubles,2,complete,
1985_eastregion,1985_eastregion__footbag_freestyle,Footbag Freestyle,freestyle,singles,3,complete,
1985_eastregion,1985_eastregion__footbag_golf,Footbag Golf,golf,singles,4,complete,
1985_eastregion,1985_eastregion__mixed_doubles_footbag_net,Mixed Doubles Footbag Net,net,doubles,5,complete,
1985_eastregion,1985_eastregion__open_doubles_net,Open Doubles Net,net,doubles,6,complete,
1985_eastregion,1985_eastregion__open_singles_net,Open Singles Net,net,singles,7,complete,
1985_eastregion,1985_eastregion__singles_consecutive,Singles Consecutive,sideline,singles,8,complete,
1985_eastregion,1985_eastregion__womens_singles_net,Women's Singles Net,net,singles,9,complete,
1985_floodbag_finals,1985_floodbag_finals__doubles_consecutive,Doubles Consecutive,sideline,doubles,1,complete,
1985_floodbag_finals,1985_floodbag_finals__intermediate_singles_net,Intermediate Singles Net,net,singles,2,complete,
1985_floodbag_finals,1985_floodbag_finals__open_doubles_net,Open Doubles Net,net,doubles,3,complete,
1985_floodbag_finals,1985_floodbag_finals__open_singles_net,Open Singles Net,net,singles,4,complete,
1985_floodbag_finals,1985_floodbag_finals__singles_consecutive,Singles Consecutive,sideline,singles,5,complete,
1985_floodbag_finals,1985_floodbag_finals__womens_open_singles_net,Women's Open Singles Net,net,singles,6,complete,
1985_footbagjam,1985_footbagjam__advanced_doubles,Advanced Doubles,net,doubles,1,complete,
1985_footbagjam,1985_footbagjam__advanced_singles,Advanced Singles,net,singles,2,complete,
1985_footbagjam,1985_footbagjam__open_doubles,Open Doubles,net,doubles,3,complete,
1985_footbagjam,1985_footbagjam__open_singles,Open Singles,net,singles,4,complete,
1985_footbagjam,1985_footbagjam__ultra_doubles,Ultra Doubles,net,doubles,5,complete,
1985_footbagjam,1985_footbagjam__womens_open_singles,Women's Open Singles,net,singles,6,complete,
1985_holiday,1985_holiday__singles_freestyle,Singles Freestyle,freestyle,singles,1,complete,
1985_holiday,1985_holiday__team_freestyle,Team Freestyle,freestyle,doubles,2,complete,
1985_mountainregion,1985_mountainregion__advanced_freestyle,Advanced Freestyle,freestyle,singles,1,complete,
1985_mountainregion,1985_mountainregion__advanced_singles,Advanced Singles,freestyle,singles,2,complete,
1985_mountainregion,1985_mountainregion__open_doubles,Open Doubles,freestyle,doubles,3,complete,
1985_mountainregion,1985_mountainregion__open_singles,Open Singles,freestyle,singles,4,complete,
1985_mountainregion,1985_mountainregion__singles_consecutive,Singles Consecutive,sideline,singles,5,complete,
1985_st_valentines_day,1985_st_valentines_day__intermediate_doubles_net,Intermediate Doubles Net,net,doubles,1,complete,
1985_st_valentines_day,1985_st_valentines_day__intermediate_singles_net,Intermediate Singles Net,net,singles,2,complete,
1985_st_valentines_day,1985_st_valentines_day__open_doubles_net,Open Doubles Net,net,doubles,3,complete,
1985_st_valentines_day,1985_st_valentines_day__open_freestyle_doubles,Open Freestyle Doubles,freestyle,doubles,4,complete,
1985_st_valentines_day,1985_st_valentines_day__open_freestyle_singles,Open Freestyle Singles,freestyle,singles,5,complete,
1985_st_valentines_day,1985_st_valentines_day__open_singles_net,Open Singles Net,net,singles,6,complete,
1985_st_valentines_day,1985_st_valentines_day__singles_consecutive,Singles Consecutive,sideline,singles,7,complete,
1985_western_national_indoor,1985_western_national_indoor__beginner_singles_net,Beginner Singles Net,net,singles,1,complete,
1985_western_national_indoor,1985_western_national_indoor__open_doubles_net,Open Doubles Net,net,doubles,2,complete,
1985_western_national_indoor,1985_western_national_indoor__open_singles_consecutive,Open Singles Consecutive,sideline,singles,3,complete,
1985_western_national_indoor,1985_western_national_indoor__open_singles_net,Open Singles Net,net,singles,4,complete,
1985_western_national_indoor,1985_western_national_indoor__unknown,Unknown,freestyle,singles,5,complete,
1985_western_states,1985_western_states__freestyle,Freestyle,freestyle,singles,1,complete,
1985_wfa_nationals,1985_wfa_nationals__men's_overall,Men's Overall,,,,,
1985_wfa_nationals,1985_wfa_nationals__mixed_dbls_net,Mixed Dbls Net,,,,,
1985_wfa_nationals,1985_wfa_nationals__open_dbls_consecutive,Open Dbls Consecutive,,,,,
1985_wfa_nationals,1985_wfa_nationals__open_dbls_net,Open Dbls Net,,,,,
1985_wfa_nationals,1985_wfa_nationals__open_sgls_consecutive,Open Sgls Consecutive,,,,,
1985_wfa_nationals,1985_wfa_nationals__open_sgls_freestyle,Open Sgls Freestyle,,,,,
1985_wfa_nationals,1985_wfa_nationals__open_sgls_net,Open Sgls Net,,,,,
1985_wfa_nationals,1985_wfa_nationals__open_team_freestyle,Open Team Freestyle,,,,,
1985_wfa_nationals,1985_wfa_nationals__singles,Singles,,,,,
1985_wfa_nationals,1985_wfa_nationals__team,Team,,,,,
1985_wfa_nationals,1985_wfa_nationals__women's_dbls_net,Women's Dbls Net,,,,,
1985_wfa_nationals,1985_wfa_nationals__women's_overall,Women's Overall,,,,,
1985_wfa_nationals,1985_wfa_nationals__women's_sgls_freestyle,Women's Sgls Freestyle,,,,,
1985_wfa_nationals,1985_wfa_nationals__women's_sgls_net,Women's Sgls Net,,,,,
1985_wfa_nationals,1985_wfa_nationals__women's_team_freestyle,Women's Team Freestyle,,,,,
1985_worlds,1985_worlds__advanced_doubles_net,Advanced Doubles Net,,,,,
1985_worlds,1985_worlds__advanced_singles_net,Advanced Singles Net,,,,,
1985_worlds,1985_worlds__doubles_consecutive_kicks,Doubles Consecutive Kicks,,,,,
1985_worlds,1985_worlds__doubles_one-pass_consecutive_kicks,Doubles One-Pass Consecutive Kicks,,,,,
1985_worlds,1985_worlds__golf,Golf,,,,,
1985_worlds,1985_worlds__intermediate_doubles_net,Intermediate Doubles Net,,,,,
1985_worlds,1985_worlds__intermediate_singles_net,Intermediate Singles Net,,,,,
1985_worlds,1985_worlds__men's_overall,Men's Overall,,,,,
1985_worlds,1985_worlds__mixed_doubles_net,Mixed Doubles Net,,,,,
1985_worlds,1985_worlds__open_freestyle,Open Freestyle,,,,,
1985_worlds,1985_worlds__open_singles_net,Open Singles Net,,,,,
1985_worlds,1985_worlds__singles_consecutive_kicks,Singles Consecutive Kicks,,,,,
1985_worlds,1985_worlds__singles_freestyle,Singles Freestyle,,,,,
1985_worlds,1985_worlds__team_freestyle,Team Freestyle,,,,,
1985_worlds,1985_worlds__ultra_doubles_net,Ultra Doubles Net,,,,,
1985_worlds,1985_worlds__ultra_singles_net,Ultra Singles Net,,,,,
1985_worlds,1985_worlds__women's_doubles_consecutive_kicks,Women's Doubles Consecutive Kicks,,,,,
1985_worlds,1985_worlds__women's_doubles_net,Women's Doubles Net,,,,,
1985_worlds,1985_worlds__women's_doubles_one-pass_consecutive_kicks,Women's Doubles One-Pass Consecutive Kicks,,,,,
1985_worlds,1985_worlds__women's_freestyle,Women's Freestyle,,,,,
1985_worlds,1985_worlds__women's_golf,Women's Golf,,,,,
1985_worlds,1985_worlds__women's_overall,Women's Overall,,,,,
1985_worlds,1985_worlds__women's_singles_consecutive_kicks,Women's Singles Consecutive Kicks,,,,,
1985_worlds,1985_worlds__women's_singles_net,Women's Singles Net,,,,,
1986_eastregion,1986_eastregion__advanced_doubles_net,Advanced Doubles Net,net,doubles,1,complete,
1986_eastregion,1986_eastregion__womens_doubles_net,Women's Doubles Net,net,doubles,10,complete,
1986_eastregion,1986_eastregion__womens_singles_net,Women's Singles Net,net,singles,11,complete,
1986_eastregion,1986_eastregion__advanced_singles_net,Advanced Singles Net,net,singles,2,complete,
1986_eastregion,1986_eastregion__beginners_doubles_net,Beginners Doubles Net,net,doubles,3,complete,
1986_eastregion,1986_eastregion__beginners_singls_net,Beginners Singls Net,net,singles,4,complete,
1986_eastregion,1986_eastregion__doubles_one_pass_consecutive,Doubles One Pass Consecutive,sideline,doubles,5,complete,
1986_eastregion,1986_eastregion__footbag_freestyle,Footbag Freestyle,freestyle,doubles,6,complete,
1986_eastregion,1986_eastregion__footbag_golf,Footbag Golf,golf,singles,7,complete,
1986_eastregion,1986_eastregion__mixed_doubles_footbag_net,Mixed Doubles Footbag Net,net,doubles,8,complete,
1986_eastregion,1986_eastregion__singles_consecutive,Singles Consecutive,sideline,singles,9,complete,
1986_sunshine_state,1986_sunshine_state__open_doubles_net,Open Doubles Net,net,doubles,1,complete,
1986_worlds_golden,1986_worlds_golden__men's_overall,Men's Overall,,,,,
1986_worlds_golden,1986_worlds_golden__mixed_dbls_net,Mixed Dbls Net,,,,,
1986_worlds_golden,1986_worlds_golden__open_dbls_consecutive,Open Dbls Consecutive,,,,,
1986_worlds_golden,1986_worlds_golden__open_dbls_net,Open Dbls Net,,,,,
1986_worlds_golden,1986_worlds_golden__open_freestyle,Open Freestyle,,,,,
1986_worlds_golden,1986_worlds_golden__open_sgls_consecutive,Open Sgls Consecutive,,,,,
1986_worlds_golden,1986_worlds_golden__open_sgls_freestyle,Open Sgls Freestyle,,,,,
1986_worlds_golden,1986_worlds_golden__open_sgls_net,Open Sgls Net,,,,,
1986_worlds_golden,1986_worlds_golden__open_singles_net,Open Singles Net,,,,,
1986_worlds_golden,1986_worlds_golden__open_team_freestyle,Open Team Freestyle,,,,,
1986_worlds_golden,1986_worlds_golden__singles,Singles,,,,,
1986_worlds_golden,1986_worlds_golden__team,Team,,,,,
1986_worlds_golden,1986_worlds_golden__women's_dbls_net,Women's Dbls Net,,,,,
1986_worlds_golden,1986_worlds_golden__women's_overall,Women's Overall,,,,,
1986_worlds_golden,1986_worlds_golden__women's_sgls_net,Women's Sgls Net,,,,,
1986_worlds_golden,1986_worlds_golden__women's_team_freestyle,Women's Team Freestyle,,,,,
1986_worlds_golden,1986_worlds_golden__open_doubles_net,Open Doubles Net,net,doubles,1,complete,
1987_eastregion,1987_eastregion__freestyle,Freestyle,freestyle,singles,1,complete,
1987_euro_champs,1987_euro_champs__open_singles_net,Open Singles Net,,,,,
1987_worlds_golden,1987_worlds_golden__men's_overall,Men's Overall,,,,,
1987_worlds_golden,1987_worlds_golden__mixed_dbls_net,Mixed Dbls Net,,,,,
1987_worlds_golden,1987_worlds_golden__open_dbls_consecutive,Open Dbls Consecutive,,,,,
1987_worlds_golden,1987_worlds_golden__open_dbls_net,Open Dbls Net,,,,,
1987_worlds_golden,1987_worlds_golden__open_freestyle,Open Freestyle,,,,,
1987_worlds_golden,1987_worlds_golden__open_sgls_consecutive,Open Sgls Consecutive,,,,,
1987_worlds_golden,1987_worlds_golden__open_sgls_freestyle,Open Sgls Freestyle,,,,,
1987_worlds_golden,1987_worlds_golden__open_sgls_net,Open Sgls Net,,,,,
1987_worlds_golden,1987_worlds_golden__open_singles_net,Open Singles Net,,,,,
1987_worlds_golden,1987_worlds_golden__open_team_freestyle,Open Team Freestyle,,,,,
1987_worlds_golden,1987_worlds_golden__women's_dbls_net,Women's Dbls Net,,,,,
1987_worlds_golden,1987_worlds_golden__women's_overall,Women's Overall,,,,,
1987_worlds_golden,1987_worlds_golden__women's_sgls_net,Women's Sgls Net,,,,,
1987_worlds_golden,1987_worlds_golden__open_doubles_net,Open Doubles Net,net,doubles,1,complete,
1988_california_state,1988_california_state__open_doubles_net,Open Doubles Net,net,doubles,1,complete,
1988_us_nationals,1988_us_nationals__open_singles_net,Open Singles Net,,,,,
1988_worlds_golden,1988_worlds_golden__men's_overall,Men's Overall,,,,,
1988_worlds_golden,1988_worlds_golden__mixed_dbls_net,Mixed Dbls Net,,,,,
1988_worlds_golden,1988_worlds_golden__open_dbls_consecutive,Open Dbls Consecutive,,,,,
1988_worlds_golden,1988_worlds_golden__open_dbls_net,Open Dbls Net,,,,,
1988_worlds_golden,1988_worlds_golden__open_freestyle,Open Freestyle,,,,,
1988_worlds_golden,1988_worlds_golden__open_sgls_consecutive,Open Sgls Consecutive,,,,,
1988_worlds_golden,1988_worlds_golden__open_sgls_freestyle,Open Sgls Freestyle,,,,,
1988_worlds_golden,1988_worlds_golden__open_sgls_net,Open Sgls Net,,,,,
1988_worlds_golden,1988_worlds_golden__open_singles_net,Open Singles Net,,,,,
1988_worlds_golden,1988_worlds_golden__open_team_freestyle,Open Team Freestyle,,,,,
1988_worlds_golden,1988_worlds_golden__women's_dbls_net,Women's Dbls Net,,,,,
1988_worlds_golden,1988_worlds_golden__women's_overall,Women's Overall,,,,,
1988_worlds_golden,1988_worlds_golden__women's_sgls_net,Women's Sgls Net,,,,,
1989_worlds_golden,1989_worlds_golden__men's_overall,Men's Overall,,,,,
1989_worlds_golden,1989_worlds_golden__mixed_dbls_net,Mixed Dbls Net,,,,,
1989_worlds_golden,1989_worlds_golden__open_dbls_consecutive,Open Dbls Consecutive,,,,,
1989_worlds_golden,1989_worlds_golden__open_dbls_net,Open Dbls Net,,,,,
1989_worlds_golden,1989_worlds_golden__open_sgls_consecutive,Open Sgls Consecutive,,,,,
1989_worlds_golden,1989_worlds_golden__open_sgls_freestyle,Open Sgls Freestyle,,,,,
1989_worlds_golden,1989_worlds_golden__open_sgls_net,Open Sgls Net,,,,,
1989_worlds_golden,1989_worlds_golden__open_singles_net,Open Singles Net,,,,,
1989_worlds_golden,1989_worlds_golden__open_team_freestyle,Open Team Freestyle,,,,,
1989_worlds_golden,1989_worlds_golden__women's_dbls_net,Women's Dbls Net,,,,,
1989_worlds_golden,1989_worlds_golden__women's_overall,Women's Overall,,,,,
1989_worlds_golden,1989_worlds_golden__women's_sgls_net,Women's Sgls Net,,,,,
1990_eastregion,1990_eastregion__amateur_doubles_net,Amateur Doubles Net,net,doubles,1,complete,
1990_eastregion,1990_eastregion__open_singles_net,Open Singles Net,net,singles,10,complete,
1990_eastregion,1990_eastregion__open_singles_timed_consecutive,Open Singles Timed Consecutive,sideline,singles,11,complete,
1990_eastregion,1990_eastregion__amateur_footbag_golf,Amateur Footbag Golf,golf,singles,2,complete,
1990_eastregion,1990_eastregion__amateur_one_pass_consecutive,Amateur One Pass Consecutive,sideline,doubles,3,complete,
1990_eastregion,1990_eastregion__amateur_singles_net,Amateur Singles Net,net,singles,4,complete,
1990_eastregion,1990_eastregion__amateur_singles_timed_consecutive,Amateur Singles Timed Consecutive,sideline,singles,5,complete,
1990_eastregion,1990_eastregion__footbag_freestyle,Footbag Freestyle,freestyle,singles,6,complete,
1990_eastregion,1990_eastregion__open_doubles_net,Open Doubles Net,net,doubles,7,complete,
1990_eastregion,1990_eastregion__open_footbag_golf,Open Footbag Golf,golf,singles,8,complete,
1990_eastregion,1990_eastregion__open_one_pass_consecutive,Open One Pass Consecutive,sideline,doubles,9,complete,
1990_worlds,1990_worlds__men's_overall,Men's Overall,,,,,
1990_worlds,1990_worlds__mixed_dbls_net,Mixed Dbls Net,,,,,
1990_worlds,1990_worlds__open_dbls_consecutive,Open Dbls Consecutive,,,,,
1990_worlds,1990_worlds__open_dbls_net,Open Dbls Net,,,,,
1990_worlds,1990_worlds__open_sgls_consecutive,Open Sgls Consecutive,,,,,
1990_worlds,1990_worlds__open_sgls_freestyle,Open Sgls Freestyle,,,,,
1990_worlds,1990_worlds__open_sgls_net,Open Sgls Net,,,,,
1990_worlds,1990_worlds__open_team_freestyle,Open Team Freestyle,,,,,
1990_worlds,1990_worlds__women's_dbls_net,Women's Dbls Net,,,,,
1990_worlds,1990_worlds__women's_overall,Women's Overall,,,,,
1990_worlds,1990_worlds__women's_sgls_net,Women's Sgls Net,,,,,
1991_eastregion,1991_eastregion__intermediate_5_minute_timed_consecutive,Intermediate 5 Minute Timed Consecutive,sideline,singles,1,complete,
1991_eastregion,1991_eastregion__open_golf,Open Golf,golf,singles,10,complete,
1991_eastregion,1991_eastregion__open_one_pass_consecutive,Open One Pass Consecutive,sideline,doubles,11,complete,
1991_eastregion,1991_eastregion__open_singles_net,Open Singles Net,net,singles,12,complete,
1991_eastregion,1991_eastregion__intermediate_doubles_net,Intermediate Doubles Net,net,doubles,2,complete,
1991_eastregion,1991_eastregion__intermediate_freestyle,Intermediate Freestyle,freestyle,singles,3,complete,
1991_eastregion,1991_eastregion__intermediate_golf,Intermediate Golf,golf,singles,4,complete,
1991_eastregion,1991_eastregion__intermediate_one_pass_consecutive,Intermediate One Pass Consecutive,sideline,doubles,5,complete,
1991_eastregion,1991_eastregion__intermediate_singles_net,Intermediate Singles Net,net,singles,6,complete,
1991_eastregion,1991_eastregion__open_5_minute_timed_consecutive,Open 5 Minute Timed Consecutive,sideline,singles,7,complete,
1991_eastregion,1991_eastregion__open_doubles_net,Open Doubles Net,net,doubles,8,complete,
1991_eastregion,1991_eastregion__open_freestyle,Open Freestyle,freestyle,singles,9,complete,
1991_worlds,1991_worlds__men's_overall,Men's Overall,,,,,
1991_worlds,1991_worlds__mixed_dbls_net,Mixed Dbls Net,,,,,
1991_worlds,1991_worlds__open_dbls_consecutive,Open Dbls Consecutive,,,,,
1991_worlds,1991_worlds__open_dbls_net,Open Dbls Net,,,,,
