event_key,discipline_key,discipline_name,discipline_category,team_type,sort_order,coverage_flag,notes
1980-worlds-oregon-city-usa,singles_consecutive_kicks,Singles Consecutive Kicks,sideline,singles,1,partial,
1980-worlds-oregon-city-usa,doubles_consecutive_kicks,Doubles Consecutive Kicks,sideline,doubles,2,partial,
1980-worlds-oregon-city-usa,singles_net,Singles Net,net,singles,3,partial,
1980-worlds-oregon-city-usa,doubles_net,Doubles Net,net,doubles,4,partial,
1981-worlds-oregon-city-usa,intermediate_singles_consecutive_kicks,Intermediate Singles Consecutive Kicks,sideline,singles,1,partial,
1981-worlds-oregon-city-usa,singles_consecutive_kicks,Singles Consecutive Kicks,sideline,singles,2,partial,
1981-worlds-oregon-city-usa,womens_singles_consecutive_kicks,Women's Singles Consecutive Kicks,sideline,singles,3,partial,
1981-worlds-oregon-city-usa,team_consecutive_kicks,Team Consecutive Kicks,sideline,team,4,partial,
1981-worlds-oregon-city-usa,intermediate_singles_net,Intermediate Singles Net,net,singles,5,complete,
1981-worlds-oregon-city-usa,intermediate_doubles_net,Intermediate Doubles Net,net,doubles,6,partial,
1981-worlds-oregon-city-usa,singles_net,Singles Net,net,singles,7,partial,
1981-worlds-oregon-city-usa,doubles_net,Doubles Net,net,doubles,8,partial,
1981-worlds-oregon-city-usa,womens_doubles_net,Women's Doubles Net,net,doubles,9,partial,
1982-worlds-oregon-city-usa,golf,Golf,golf,singles,1,partial,
1982-worlds-oregon-city-usa,singles_consecutive_kicks,Singles Consecutive Kicks,sideline,singles,2,partial,
1982-worlds-oregon-city-usa,intermediate_singles_net,Intermediate Singles Net,net,singles,3,complete,
1982-worlds-oregon-city-usa,intermediate_doubles_net,Intermediate Doubles Net,net,doubles,4,complete,
1982-worlds-oregon-city-usa,singles_net,Singles Net,net,singles,5,partial,
1982-worlds-oregon-city-usa,doubles_net,Doubles Net,net,doubles,6,partial,
1982-worlds-oregon-city-usa,womens_singles_net,Women's Singles Net,net,singles,7,partial,
1982-worlds-oregon-city-usa,womens_doubles_net,Women's Doubles Net,net,doubles,8,partial,
1982-worlds-oregon-city-usa,mixed_doubles_net,Mixed Doubles Net,net,doubles,9,partial,
1982-worlds-oregon-city-usa,freestyle,Freestyle,freestyle,singles,10,partial,
1982-worlds-oregon-city-usa,intermediate_freestyle,Intermediate Freestyle,freestyle,singles,11,partial,
1983-worlds-boulder-usa-2001983001,singles_consecutive_kicks,Singles Consecutive Kicks,sideline,singles,1,partial,
1983-worlds-boulder-usa-2001983001,womens_consecutive_kicks,Women's Consecutive Kicks,sideline,singles,2,partial,
1983-worlds-boulder-usa-2001983001,intermediate_singles_net,Intermediate Singles Net,net,singles,3,complete,
1983-worlds-boulder-usa-2001983001,intermediate_doubles_net,Intermediate Doubles Net,net,doubles,4,complete,
1983-worlds-boulder-usa-2001983001,singles_net,Singles Net,net,singles,5,partial,
1983-worlds-boulder-usa-2001983001,doubles_net,Doubles Net,net,doubles,6,partial,
1983-worlds-boulder-usa-2001983001,womens_singles_net,Women's Singles Net,net,singles,7,partial,
1983-worlds-boulder-usa-2001983001,womens_doubles_net,Women's Doubles Net,net,doubles,8,partial,
1983-worlds-boulder-usa-2001983001,mixed_doubles_net,Mixed Doubles Net,net,doubles,9,partial,
1983-worlds-boulder-usa-2001983001,singles_freestyle,Singles Freestyle,freestyle,singles,10,partial,
1983-worlds-boulder-usa-2001983001,team_freestyle,Team Freestyle,freestyle,team,11,partial,
1983-worlds-boulder-usa-2001983002,singles_net,Singles Net,net,singles,1,complete,
1983-worlds-boulder-usa-2001983002,doubles_net,Doubles Net,net,doubles,2,complete,
1983-worlds-boulder-usa-2001983002,womens_singles_net,Women's Singles Net,net,singles,3,complete,
1983-worlds-boulder-usa-2001983002,womens_doubles_net,Women's Doubles Net,net,doubles,4,complete,
1983-worlds-boulder-usa-2001983002,mixed_doubles_net,Mixed Doubles Net,net,doubles,5,complete,
1983-worlds-boulder-usa-2001983002,singles_freestyle,Singles Freestyle,freestyle,singles,6,partial,
1983-worlds-boulder-usa-2001983002,team_freestyle,Team Freestyle,freestyle,team,7,partial,
1983-worlds-boulder-usa-2001983002,singles_consecutive_kicks,Singles Consecutive Kicks,sideline,singles,8,complete,
1983-worlds-boulder-usa-2001983002,golf,Golf,golf,singles,9,complete,
1984-worlds-boulder-usa,mens_overall,Men's Overall,net,singles,1,partial,
1984-worlds-boulder-usa,womens_overall,Women's Overall,net,singles,2,partial,
1984-worlds-boulder-usa,golf,Golf,golf,singles,3,partial,
1984-worlds-boulder-usa,womens_golf,Women's Golf,golf,singles,4,partial,
1984-worlds-boulder-usa,intermediate_singles_net,Intermediate Singles Net,net,singles,5,complete,
1984-worlds-boulder-usa,intermediate_doubles_net,Intermediate Doubles Net,net,doubles,6,complete,
1984-worlds-boulder-usa,intermediate_freestyle,Intermediate Freestyle,freestyle,singles,7,complete,
1984-worlds-boulder-usa,advanced_singles_net,Advanced Singles Net,net,singles,8,partial,
1984-worlds-boulder-usa,advanced_doubles_net,Advanced Doubles Net,net,doubles,9,partial,
1984-worlds-boulder-usa,ultra_singles_net,Ultra Singles Net,net,singles,10,partial,
1984-worlds-boulder-usa,ultra_doubles_net,Ultra Doubles Net,net,doubles,11,partial,
1984-worlds-boulder-usa,mixed_doubles_net,Mixed Doubles Net,net,doubles,12,partial,
1984-worlds-boulder-usa,womens_singles_net,Women's Singles Net,net,singles,13,partial,
1984-worlds-boulder-usa,womens_doubles_net,Women's Doubles Net,net,doubles,14,partial,
1984-worlds-boulder-usa,womens_ultra_singles_net,Women's Ultra Singles Net,net,singles,15,partial,
1984-worlds-boulder-usa,singles_consecutive_kicks,Singles Consecutive Kicks,sideline,singles,16,partial,
1984-worlds-boulder-usa,doubles_consecutive_kicks,Doubles Consecutive Kicks,sideline,doubles,17,partial,
1984-worlds-boulder-usa,doubles_one_pass_consecutive_kicks,Doubles One-Pass Consecutive Kicks,sideline,doubles,18,partial,
1984-worlds-boulder-usa,womens_singles_consecutive_kicks,Women's Singles Consecutive Kicks,sideline,singles,19,partial,
1984-worlds-boulder-usa,womens_doubles_consecutive_kicks,Women's Doubles Consecutive Kicks,sideline,doubles,20,partial,
1984-worlds-boulder-usa,womens_doubles_one_pass_consecutive_kicks,Women's Doubles One-Pass Consecutive Kicks,sideline,doubles,21,complete,
1984-worlds-boulder-usa,singles_freestyle,Singles Freestyle,freestyle,singles,22,partial,
1984-worlds-boulder-usa,team_freestyle,Team Freestyle,freestyle,team,23,partial,
1984-worlds-boulder-usa,womens_freestyle,Women's Freestyle,freestyle,singles,24,partial,
1985-championships-long-branch-usa,singles_consecutive,Singles Consecutive,sideline,singles,1,complete,
1985-championships-long-branch-usa,doubles_consecutive,Doubles Consecutive,sideline,doubles,2,complete,
1985-championships-long-branch-usa,footbag_golf,Footbag Golf,golf,singles,3,complete,
1985-championships-long-branch-usa,footbag_freestyle,Footbag Freestyle,freestyle,singles,4,complete,
1985-championships-long-branch-usa,mixed_doubles_footbag_net,Mixed Doubles Footbag Net,net,doubles,5,complete,
1985-championships-long-branch-usa,advanced_doubles_net,Advanced Doubles Net,net,doubles,6,complete,
1985-championships-long-branch-usa,open_singles_net,Open Singles Net,net,singles,7,complete,
1985-championships-long-branch-usa,open_doubles_net,Open Doubles Net,net,doubles,8,complete,
1985-championships-long-branch-usa,womens_singles_net,Womens Singles Net,net,singles,9,complete,
1985-worlds-golden-usa,mens_overall,Men's Overall,net,singles,1,partial,
1985-worlds-golden-usa,womens_overall,Women's Overall,net,singles,2,partial,
1985-worlds-golden-usa,golf,Golf,golf,singles,3,partial,
1985-worlds-golden-usa,womens_golf,Women's Golf,golf,singles,4,partial,
1985-worlds-golden-usa,intermediate_singles_net,Intermediate Singles Net,net,singles,5,complete,
1985-worlds-golden-usa,advanced_singles_net,Advanced Singles Net,net,singles,6,partial,
1985-worlds-golden-usa,advanced_doubles_net,Advanced Doubles Net,net,doubles,7,partial,
1985-worlds-golden-usa,ultra_singles_net,Ultra Singles Net,net,singles,8,partial,
1985-worlds-golden-usa,ultra_doubles_net,Ultra Doubles Net,net,doubles,9,partial,
1985-worlds-golden-usa,mixed_doubles_net,Mixed Doubles Net,net,doubles,10,partial,
1985-worlds-golden-usa,womens_singles_net,Women's Singles Net,net,singles,11,partial,
1985-worlds-golden-usa,womens_doubles_net,Women's Doubles Net,net,doubles,12,partial,
1985-worlds-golden-usa,singles_consecutive_kicks,Singles Consecutive Kicks,sideline,singles,13,partial,
1985-worlds-golden-usa,doubles_consecutive_kicks,Doubles Consecutive Kicks,sideline,doubles,14,partial,
1985-worlds-golden-usa,doubles_one_pass_consecutive_kicks,Doubles One-Pass Consecutive Kicks,sideline,doubles,15,partial,
1985-worlds-golden-usa,womens_singles_consecutive_kicks,Women's Singles Consecutive Kicks,sideline,singles,16,partial,
1985-worlds-golden-usa,womens_doubles_consecutive_kicks,Women's Doubles Consecutive Kicks,sideline,doubles,17,partial,
1985-worlds-golden-usa,womens_doubles_one_pass_consecutive_kicks,Women's Doubles One-Pass Consecutive Kicks,sideline,doubles,18,partial,
1985-worlds-golden-usa,singles_freestyle,Singles Freestyle,freestyle,singles,19,partial,
1985-worlds-golden-usa,team_freestyle,Team Freestyle,freestyle,team,20,partial,
1985-worlds-golden-usa,womens_freestyle,Women's Freestyle,freestyle,singles,21,partial,
1986-championships-long-branch-usa,singles_consecutive,Singles Consecutive,sideline,singles,1,complete,
1986-championships-long-branch-usa,doubles_one_pass_consecutive,Doubles One Pass Consecutive,sideline,doubles,2,complete,
1986-championships-long-branch-usa,footbag_golf,Footbag Golf,golf,singles,3,complete,
1986-championships-long-branch-usa,footbag_freestyle,Footbag Freestyle,freestyle,singles,4,complete,
1986-championships-long-branch-usa,mixed_doubles_footbag_net,Mixed Doubles Footbag Net,net,doubles,5,complete,
1986-championships-long-branch-usa,beginners_singls_net,Beginners Singls Net,net,singles,6,complete,
1986-championships-long-branch-usa,beginners_doubles_net,Beginners Doubles Net,net,doubles,7,complete,
1986-championships-long-branch-usa,womens_singles_net,Womens Singles Net,net,singles,8,complete,
1986-championships-long-branch-usa,womens_doubles_net,Womens Doubles Net,net,doubles,9,complete,
1986-championships-long-branch-usa,advanced_singles_net,Advanced Singles Net,net,singles,10,complete,
1986-championships-long-branch-usa,advanced_doubles_net,Advanced Doubles Net,net,doubles,11,complete,
1990-championships-beachwood-usa,amateur_singles_timed_consecutive,Amateur Singles Timed Consecutive,sideline,singles,1,complete,
1990-championships-beachwood-usa,open_singles_timed_consecutive,Open Singles Timed Consecutive,sideline,singles,2,complete,
1990-championships-beachwood-usa,amateur_one_pass_consecutive,Amateur One Pass Consecutive,sideline,singles,3,complete,
1990-championships-beachwood-usa,open_one_pass_consecutive,Open One Pass Consecutive,sideline,singles,4,complete,
1990-championships-beachwood-usa,amateur_footbag_golf,Amateur Footbag Golf,golf,singles,5,complete,
1990-championships-beachwood-usa,open_footbag_golf,Open Footbag Golf,golf,singles,6,complete,
1990-championships-beachwood-usa,footbag_freestyle,Footbag Freestyle,freestyle,singles,7,complete,
1990-championships-beachwood-usa,amateur_singles_net,Amateur Singles Net,net,singles,8,complete,
1990-championships-beachwood-usa,open_singles_net,Open Singles Net,net,singles,9,complete,
1990-championships-beachwood-usa,amateur_doubles_net,Amateur Doubles Net,net,doubles,10,complete,
1990-championships-beachwood-usa,open_doubles_net,Open Doubles Net,net,doubles,11,complete,
1991-championships-beachwood-usa,intermediate_5_minute_timed_consecutive,Intermediate 5 Minute Timed Consecutive,sideline,singles,1,complete,
1991-championships-beachwood-usa,open_5_minute_timed_consecutive,Open 5 Minute Timed Consecutive,sideline,singles,2,complete,
1991-championships-beachwood-usa,intermediate_one_pass_consecutive,Intermediate One Pass Consecutive,sideline,singles,3,complete,
1991-championships-beachwood-usa,open_one_pass_consecutive,Open One Pass Consecutive,sideline,singles,4,complete,
1991-championships-beachwood-usa,intermediate_golf,Intermediate Golf,golf,singles,5,complete,
1991-championships-beachwood-usa,open_golf,Open Golf,golf,singles,6,complete,
1991-championships-beachwood-usa,intermediate_freestyle,Intermediate Freestyle,freestyle,singles,7,complete,
1991-championships-beachwood-usa,open_freestyle,Open Freestyle,freestyle,singles,8,complete,
1991-championships-beachwood-usa,intermediate_singles_net,Intermediate Singles Net,net,singles,9,complete,
1991-championships-beachwood-usa,open_singles_net,Open Singles Net,net,singles,10,complete,
1991-championships-beachwood-usa,intermediate_doubles_net,Intermediate Doubles Net,net,doubles,11,complete,
1991-championships-beachwood-usa,open_doubles_net,Open Doubles Net,net,doubles,12,complete,
1997-worlds-vancouver-canada,net_doubles_open,Net Doubles Open,net,doubles,1,complete,
1997-worlds-vancouver-canada,net_doubles_mixed,Net Doubles Mixed,net,doubles,2,complete,
1997-worlds-vancouver-canada,net_doubles_advanced,Net Doubles Advanced,net,doubles,3,complete,
1997-worlds-vancouver-canada,net_singles_open,Net Singles Open,net,singles,4,complete,
1997-worlds-vancouver-canada,net_singles_womens,Net Singles Womens,net,singles,5,complete,
1997-worlds-vancouver-canada,net_singles_advanced,Net Singles Advanced,net,singles,6,complete,
1997-worlds-vancouver-canada,golf_singles_open,Golf Singles Open,golf,singles,7,complete,
1997-worlds-vancouver-canada,golf_singles_advanced,Golf Singles Advanced,golf,singles,8,complete,
1997-worlds-vancouver-canada,golf_doubles_open,Golf Doubles Open,golf,doubles,9,complete,
1997-championships-mt-prospect-usa,intermediate_singles_net,Intermediate Singles Net,net,singles,1,complete,
1997-championships-mt-prospect-usa,pro_singles_net,Pro Singles Net,net,singles,2,complete,
1997-championships-mt-prospect-usa,intermediate_doubles_net,Intermediate Doubles Net,net,doubles,3,complete,
1997-championships-mt-prospect-usa,pro_doubles_net_listing,Pro Doubles Net Listing,net,doubles,4,complete,
1997-championships-mt-prospect-usa,novice_freestyle,Novice Freestyle,freestyle,singles,5,complete,
1997-championships-mt-prospect-usa,intermediate_singles_freestyle,Intermediate Singles Freestyle,freestyle,singles,6,complete,
1997-championships-mt-prospect-usa,womens_open_singles_freestyle,Womens Open Singles Freestyle,freestyle,singles,7,complete,
1997-championships-mt-prospect-usa,mens_open_singles_freestyle,Mens Open Singles Freestyle,freestyle,singles,8,complete,
1997-championships-mt-prospect-usa,open_doubles_freestyle,Open Doubles Freestyle,freestyle,doubles,9,complete,
1997-championships-mt-prospect-usa,shred_contest,Shred Contest,freestyle,singles,10,complete,
1997-championships-mt-prospect-usa,novice_consecutives,Novice Consecutives,sideline,singles,11,complete,
1997-championships-mt-prospect-usa,intermediate_timed_5_minute_consecutives,Intermediate Timed 5-Minute Consecutives,sideline,singles,12,complete,
1997-championships-mt-prospect-usa,intermediate_footbag_golf,Intermediate Footbag Golf,golf,singles,13,complete,
1997-championships-mt-prospect-usa,pro_footbag_golf,Pro Footbag Golf,golf,singles,14,complete,
1997-open-seattle-usa,open_singles_footbag_net,Open Singles Footbag Net,net,singles,1,complete,
1997-open-seattle-usa,open_doubles_footbag_net,Open Doubles Footbag Net,net,doubles,2,complete,
1997-open-seattle-usa,womens_singles_footbag_net,Women's Singles Footbag Net,net,singles,3,complete,
1997-open-seattle-usa,mixed_doubles_footbag_net,Mixed Doubles Footbag Net,net,doubles,4,complete,
1997-open-seattle-usa,advanced_singles_footbag_net,Advanced Singles Footbag Net,net,singles,5,complete,
1997-open-seattle-usa,advanced_doubles_footbag_net,Advanced Doubles Footbag Net,net,doubles,6,complete,
1997-open-seattle-usa,novice_singles_footbag_net,Novice Singles Footbag Net,net,singles,7,complete,
1997-open-seattle-usa,novice_doubles_footbag_net,Novice Doubles Footbag Net,net,doubles,8,complete,
1997-open-seattle-usa,open_footbag_golf,Open Footbag Golf,golf,singles,9,complete,
1997-open-seattle-usa,advanced_footbag_golf,Advanced Footbag Golf,golf,singles,10,complete,
1997-open-seattle-usa,novice_footbag_golf,Novice Footbag Golf,golf,singles,11,complete,
1997-open-seattle-usa,open_5_minute_timed_footbag_consecutive,Open 5 Minute Timed Footbag Consecutive,sideline,singles,12,complete,
1997-open-seattle-usa,advanced_5_minute_timed_footbag_consecutive,Advanced 5 Minute Timed Footbag Consecutive,sideline,singles,13,complete,
1997-open-seattle-usa,novice_5_minute_timed_footbag_consecutive,Novice 5 Minute Timed Footbag Consecutive,sideline,singles,14,complete,
1997-1997-seattle-fall-seattle-usa,womens_singles,Women's Singles,net,singles,1,complete,
1997-1997-seattle-fall-seattle-usa,open_singles,Open Singles,net,singles,2,complete,
1997-1997-seattle-fall-seattle-usa,open_doubles,Open Doubles,net,doubles,3,complete,
1997-1997-seattle-fall-seattle-usa,open_golf,Open Golf,golf,singles,4,complete,
1997-championships-scottsdale-usa,open_singles,Open Singles,net,singles,1,complete,
1997-championships-scottsdale-usa,open_doubles,Open Doubles,net,doubles,2,complete,
1997-championships-scottsdale-usa,mixed_doubles,Mixed Doubles,net,doubles,3,complete,
1997-championships-scottsdale-usa,womens_singles,Women's Singles,net,singles,4,complete,
1997-auburn-u-f-auburn-usa,novice_singles_net,Novice Singles Net,net,singles,1,complete,
1997-auburn-u-f-auburn-usa,intermediate_singles_net,Intermediate Singles Net,net,singles,2,complete,
1997-auburn-u-f-auburn-usa,novice_doubles_net,Novice Doubles Net,net,doubles,3,complete,
1997-auburn-u-f-auburn-usa,intermediate_doubles_net,Intermediate Doubles Net,net,doubles,4,complete,
1997-auburn-u-f-auburn-usa,intermediate_5_min_timed_consecutives,Intermediate 5-Min Timed Consecutives,sideline,singles,5,complete,
1997-auburn-u-f-auburn-usa,intermediate_freestyle,Intermediate Freestyle,freestyle,singles,6,complete,
1997-auburn-u-f-auburn-usa,open_freestyle,Open Freestyle,freestyle,singles,7,complete,
1997-championships-perth-australia,open_singles_net,Open Singles Net,net,singles,1,complete,
1997-championships-santa-rosa-usa,open_singles_freestyle,Open Singles Freestyle,freestyle,singles,1,complete,
1997-championships-santa-rosa-usa,intermediate_singles_freestyle,Intermediate Singles Freestyle,freestyle,singles,2,complete,
1997-championships-santa-rosa-usa,open_doubles_net,Open Doubles Net,net,doubles,3,complete,
1997-championships-santa-rosa-usa,mixed_doubles_net,Mixed Doubles Net,net,doubles,4,complete,
1997-championships-santa-rosa-usa,intermediate_doubles,Intermediate Doubles,net,doubles,5,mostly_complete,
1997-championships-santa-rosa-usa,novice_doubles,Novice Doubles,net,doubles,6,complete,
1997-eugene-celebration-tournament-eugene-usa,doubles_golf,Doubles Golf,golf,doubles,1,complete,
1997-eugene-celebration-tournament-eugene-usa,open_doubles_net,Open Doubles Net,net,doubles,2,complete,
1997-championships-helsinki-finland,freestyle,Freestyle,freestyle,singles,1,mostly_complete,
1997-championships-helsinki-finland,singles_net,Singles Net,net,singles,2,complete,
1997-championships-helsinki-finland,doubles_net,Doubles Net,net,doubles,3,complete,
1997-funtastik-summer-classic-harrisburg-usa,pro_singles_net,Pro Singles Net,net,singles,1,complete,
1997-funtastik-summer-classic-harrisburg-usa,pro_doubles_net,Pro Doubles Net,net,doubles,2,complete,
1997-funtastik-summer-classic-harrisburg-usa,pro_singles_freestyle,Pro Singles Freestyle,freestyle,singles,3,complete,
1997-funtastik-summer-classic-harrisburg-usa,pro_doubles_freestyle,Pro Doubles Freestyle,freestyle,doubles,4,complete,
1997-funtastik-summer-classic-harrisburg-usa,intermediate_singles_net,Intermediate Singles Net,net,singles,5,complete,
1997-funtastik-summer-classic-harrisburg-usa,intermediate_doubles_net,Intermediate Doubles Net,net,doubles,6,complete,
1997-funtastik-summer-classic-harrisburg-usa,novice_singles_net,Novice Singles Net,net,singles,7,complete,
1997-funtastik-summer-classic-harrisburg-usa,novice_doubles_net,Novice Doubles Net,net,doubles,8,complete,
1997-funtastik-summer-classic-harrisburg-usa,amateur_freestyle,Amateur Freestyle,freestyle,singles,9,complete,
1997-funtastik-summer-classic-harrisburg-usa,freestyle_shed_contest_winner,Freestyle Shed Contest Winner,freestyle,singles,10,complete,
1997-heart-tournament-portland-usa,beginners_singles,Beginners Singles,freestyle,singles,1,complete,
1997-heart-tournament-portland-usa,womens_singles,Womens Singles,freestyle,singles,2,complete,
1997-heart-tournament-portland-usa,intermediate_singles,Intermediate Singles,freestyle,singles,3,complete,
1997-heart-tournament-portland-usa,intermediate_doubles,Intermediate Doubles,freestyle,doubles,4,complete,
1997-heart-tournament-portland-usa,open_singles,Open Singles,freestyle,singles,5,complete,
1997-heart-tournament-portland-usa,open_doubles,Open Doubles,freestyle,doubles,6,complete,
1997-heart-tournament-portland-usa,shred_skills_contest_final_results,Shred Skills Contest Final Results,freestyle,singles,7,,
1997-heart-tournament-portland-usa,shred_skills_contest,Shred Skills Contest,freestyle,singles,8,complete,
1997-championships-montreal-canada,unknown,Unknown,unknown,singles,1,complete,
1997-championships-montreal-canada,open_singles_net,Open Singles Net,net,singles,2,complete,
1997-championships-montreal-canada,womens_singles_net,Women's Singles Net,net,singles,3,complete,
1997-championships-montreal-canada,open_doubles_net,Open Doubles Net,net,doubles,4,complete,
1997-championships-montreal-canada,intermediate_singles_net,Intermediate Singles Net,net,singles,5,complete,
1997-championships-montreal-canada,intermediate_doubles_net,Intermediate Doubles Net,net,doubles,6,complete,
1997-championships-montreal-canada,novice_singles_net,Novice Singles Net,net,singles,7,complete,
1997-championships-montreal-canada,open_singles_freestyle,Open Singles Freestyle,freestyle,singles,8,complete,
1997-championships-montreal-canada,open_doubles_freestyle,Open Doubles Freestyle,freestyle,doubles,9,complete,
1997-new-york-explosion-new-york-usa,novice_freestyle,Novice Freestyle,freestyle,singles,1,complete,
1997-new-york-explosion-new-york-usa,intermediate_freestyle,Intermediate Freestyle,freestyle,singles,2,complete,
1997-new-york-explosion-new-york-usa,open_freestyle,Open Freestyle,freestyle,singles,3,complete,
1997-championships-hermosa-beach-usa,open_singles_routines,Open Singles Routines,freestyle,singles,1,mostly_complete,
1997-championships-hermosa-beach-usa,intermediate_singles_routines,Intermediate Singles Routines,freestyle,singles,2,complete,
1997-state-games-oregon-gresham-usa,intermediate_5_minute_timed_consecutives,Intermediate 5-Minute Timed Consecutives,sideline,singles,1,complete,
1997-state-games-oregon-gresham-usa,open_5_minute_timed_consecutives,Open 5-Minute Timed Consecutives,sideline,singles,2,complete,
1997-state-games-oregon-gresham-usa,intermediate_singles_net,Intermediate Singles Net,net,singles,3,complete,
1997-state-games-oregon-gresham-usa,open_singles_net,Open Singles Net,net,singles,4,complete,
1997-state-games-oregon-gresham-usa,open_doubles_net,Open Doubles Net,net,doubles,5,complete,
1997-state-games-oregon-gresham-usa,womens_singles_net,Women's Singles Net,net,singles,6,complete,
1997-championships-college-park-usa,open_freestyle,Open Freestyle,freestyle,singles,1,complete,
1997-championships-college-park-usa,open_singles_footbag,Open Singles Footbag,net,singles,2,complete,
1997-championships-college-park-usa,open_doubles_footbag,Open Doubles Footbag,net,doubles,3,complete,
1997-championships-college-park-usa,open_golf,Open Golf,golf,singles,4,complete,
1997-championships-college-park-usa,singles_freestyle,Singles Freestyle,freestyle,singles,5,complete,
1997-championships-college-park-usa,singles_net,Singles Net,net,singles,6,complete,
1997-championships-college-park-usa,doubles_net,Doubles Net,net,doubles,7,complete,
1997-worlds-portland-usa,open_singles_net,Open Singles Net,net,singles,1,complete,
1997-worlds-portland-usa,open_doubles_net,Open Doubles Net,net,doubles,2,complete,
1997-worlds-portland-usa,womens_singles_net,Women's Singles Net,net,singles,3,complete,
1997-worlds-portland-usa,womens_doubles_net,Womens Doubles Net,net,doubles,4,complete,
1997-worlds-portland-usa,intermediate_singles_net,Intermediate Singles Net,net,singles,5,complete,
1997-worlds-portland-usa,intermediate_doubles_net,Intermediate Doubles Net,net,doubles,6,complete,
1997-worlds-portland-usa,intermediate_womens_singles_net,Intermediate Women's Singles Net,net,singles,7,complete,
1997-worlds-portland-usa,mixed_doubles_net,Mixed Doubles Net,net,doubles,8,complete,
1997-worlds-portland-usa,open_singles_freestyle,Open Singles Freestyle,freestyle,singles,9,complete,
1997-worlds-portland-usa,open_doubles_freestyle,Open Doubles Freestyle,freestyle,doubles,10,complete,
1997-worlds-portland-usa,womens_open_singles_freestyle,Women's Open Singles Freestyle,freestyle,singles,11,complete,
1997-worlds-portland-usa,womens_open_doubles_freestyle,Women's Open Doubles Freestyle,freestyle,doubles,12,complete,
1997-worlds-portland-usa,intermediate_singles_freestyle,Intermediate Singles Freestyle,freestyle,singles,13,complete,
1997-worlds-portland-usa,mixed_doubles_freestyle,Mixed Doubles Freestyle,freestyle,doubles,14,complete,
1997-worlds-portland-usa,open_timed_consecutive,Open Timed Consecutive,sideline,singles,15,complete,
1997-worlds-portland-usa,open_womens_timed_consecutive,Open Women's Timed Consecutive,sideline,singles,16,complete,
1997-worlds-portland-usa,open_doubles_distance_one_pass,Open Doubles Distance One Pass,sideline,doubles,17,complete,
1997-worlds-portland-usa,womens_doubles_distance_one_pass,Women's Doubles Distance One Pass,sideline,doubles,18,complete,
1997-worlds-portland-usa,open_golf,Open Golf,golf,singles,19,complete,
1997-worlds-portland-usa,womens_golf,Women's Golf,golf,singles,20,complete,
1997-worlds-portland-usa,intermediate_golf,Intermediate Golf,golf,singles,21,complete,
1997-ultimate-chaos-outdoor-carbondale-usa,open_singles_net,Open Singles Net,net,singles,1,complete,
1997-ultimate-chaos-outdoor-carbondale-usa,open_doubles_net,Open Doubles Net,net,doubles,2,complete,
1997-ultimate-chaos-outdoor-carbondale-usa,open_freestyle,Open Freestyle,freestyle,singles,3,complete,
1997-ultimate-chaos-outdoor-carbondale-usa,womens_freestyle,Womens Freestyle,freestyle,singles,4,complete,
1997-ultimate-chaos-outdoor-carbondale-usa,intermediate_singles_net,Intermediate Singles Net,net,singles,5,complete,
1997-ultimate-chaos-outdoor-carbondale-usa,intermediate_doubles_net,Intermediate Doubles Net,net,doubles,6,complete,
1997-university-oregon-tournament-eugene-usa,singles_golf,Singles Golf,golf,singles,1,complete,
1997-university-oregon-tournament-eugene-usa,novice_doubles_saturday,Novice Doubles-Saturday,net,doubles,2,partial,
1997-university-oregon-tournament-eugene-usa,intermediate_singles,Intermediate Singles,net,singles,3,complete,
1997-university-oregon-tournament-eugene-usa,womens_singles,Women's Singles,net,singles,4,complete,
1997-university-oregon-tournament-eugene-usa,open_singles,Open Singles,net,singles,5,complete,
1997-university-oregon-tournament-eugene-usa,mixed_doubles,Mixed Doubles,net,doubles,6,complete,
1997-university-oregon-tournament-eugene-usa,doubles_golf,Doubles Golf,golf,doubles,7,complete,
1997-university-oregon-tournament-eugene-usa,intermediate_doubles,Intermediate Doubles,net,doubles,8,complete,
1997-university-oregon-tournament-eugene-usa,open_doubles,Open Doubles,net,doubles,9,complete,
1997-championships-palo-alto-usa,unknown,Unknown,unknown,singles,1,complete,
1997-championships-palo-alto-usa,open_singles_net,Open Singles Net,net,singles,2,complete,
1997-championships-palo-alto-usa,womens_singles_net,Women's Singles Net,net,singles,3,complete,
1997-championships-palo-alto-usa,intermediate_singles_net,Intermediate Singles Net,net,singles,4,complete,
1997-championships-palo-alto-usa,open_doubles_net,Open Doubles Net,net,doubles,5,complete,
1997-championships-palo-alto-usa,womens_doubles_net,Women's Doubles Net,net,doubles,6,complete,
1997-championships-palo-alto-usa,intermediate_doubles_net,Intermediate Doubles Net,net,doubles,7,complete,
1997-championships-palo-alto-usa,mixed_doubles_net,Mixed Doubles Net,net,doubles,8,complete,
1997-championships-palo-alto-usa,open_singles_freestyle,Open Singles Freestyle,freestyle,singles,9,complete,
1997-championships-palo-alto-usa,womens_singles_freestyle,Women's Singles Freestyle,freestyle,singles,10,complete,
1997-championships-palo-alto-usa,intermediate_singles_freestyle,Intermediate Singles Freestyle,freestyle,singles,11,complete,
1997-championships-palo-alto-usa,open_doubles_freestyle,Open Doubles Freestyle,freestyle,doubles,12,complete,
