effective_person_id,person_canon,player_ids_seen,player_names_seen,aliases,alias_statuses,notes,source,person_canon_clean,person_canon_clean_reason,aliases_presentable,exclusion_reason,last_token,norm_key,legacyid
b7a11079-a08c-5010-9f3f-35e35e46e966,Aaro Wichmann,33e8cbec-ad6b-588e-a681-f857e1fabaff | 4ea0a3c4-373e-54c6-a65a-e6cc157c3789,Aaro Wichmann,,,,overrides+data,Aaro Wichmann,,Aaro Wichman,,wichmann,,
ee4a31bf-24fa-5566-b19b-7f7a40e12d22,Aaron Dean,61905e5f-92d8-5346-9f1e-06484cd0c90c | 6a589087-9fe4-5851-8e1d-4df5bb0befd8,Aaron Dean,,,,overrides+data,Aaron Dean,,,,dean,,
58b8b504-077c-5a37-9e96-0bb405506e02,Aaron Finger,00d15f18-81dd-55d4-b86d-eb62a2a43cba,Aaron Finger,,,,overrides+data,Aaron Finger,,,,finger,,
3f12f7d5-75dc-5467-8aab-1c864defb1e8,Aaron Grauer,5172bc80-4f02-5865-9bea-485a5cdce4a2,Aaron Grauer,,,,overrides+data,Aaron Grauer,,,,grauer,,
0bf96614-8396-5c18-bdb0-501af1fa9c81,Aaron Gregg,3ff3abd1-042f-5e51-8717-85046e4bebdd | b2722941-9f6a-5eac-ad35-b63e3883bb29,Aaron Gregg,,,,overrides+data,Aaron Gregg,,Aaron Gregg -,,gregg,,
1018fba6-1fb7-5b2a-8a0e-0dcde74d1e26,Aaron Hunsburger,691b0e58-4bbf-506a-8511-3bf15638e040 | 72c7eeb2-e5e5-5710-af7d-bdb2615f3d37,Aaron Hunsburger,,,,overrides+data,Aaron Hunsburger,,Aaron Hunsberger,,hunsburger,,
766ba8a6-f9b8-5be2-b501-6a034451d8ac,Aaron Orton,9d151598-d6b2-539c-b29b-32e9f939cf30 | dd136d00-09a9-5786-a29b-eaa7faef167b,Aaron Orton,,,,overrides+data,Aaron Orton,,,,orton,,
aef45333-50d3-5e29-8482-2f76c6ca90f9,Aaron Saucedo,a22a5726-11fb-5a2c-b906-06aacb025019,Aaron Saucedo,,,,overrides+data,Aaron Saucedo,,,,saucedo,,
fea8f5a0-4e10-5161-8a35-9ac795141db3,Aaron Shepard,d408e4d0-1f61-5f1b-a181-c99d7f6ec05a | e7e1cfa3-9497-52fd-8dea-78ccf2770f26,Aaron Shepard,,,,overrides+data,Aaron Shepard,,,,shepard,,
019ead09-4345-5705-9196-5b37fba7813e,Aaron Vargas,dd3388a9-ebf3-50fa-a9be-664b3399d07f,Aaron Vargas,,,,overrides+data,Aaron Vargas,,,,vargas,,
bcf49f90-b0db-5580-a216-5d0bad1153da,Aaron Wichman,25b251b8-e66e-5b89-834d-09008b65b6f7,Aaron Wichman,,,,overrides+data,Aaron Wichman,,,,wichman,,
38c0cb5d-12c3-54bb-bd52-67934dec64a9,Abdom Vivas,d802df58-8987-5f6d-8d53-960f1cdcef84,Abdom Vivas,,,,overrides+data,Abdom Vivas,,,,vivas,,
c87f38e0-b918-5fdc-b7bb-b131198a6d82,Abel Da Silva,126922b1-ce10-5863-8cc3-3c194cc30369,Abel Da Silva,,,,overrides+data,Abel Da Silva,,,,silva,,
6ef97ba8-166b-58bf-a815-485ad4bb4bb6,Abraham Akbari,75934d99-9e1b-5783-ae9e-c1c8ad2ae65f,Abraham Akbari,,,,overrides+data,Abraham Akbari,,,,akbari,,
e86a1f8c-d705-5f4e-9f9e-ec85f0e07509,Abrahmovicz Piotr,b7bdf1ed-c41d-57a7-ad19-3665d2a96f0d,Abrahmovicz Piotr,,,,overrides+data,Abrahmovicz Piotr,,,,piotr,,
cae9fcaa-a9d1-5992-bc64-d79fd7f5d5f3,Abram Santana,731e6457-9e30-56f5-9e94-936f48536add | f5dcc313-979d-5069-9095-27ab4f3467e7,Abram Santana,,,,overrides+data,Abram Santana,,,,santana,,
2244b92b-058a-5735-9452-3c4c86e32569,Acosta Funes,b937b00a-0386-5fd8-9a97-e00c57158709,Acosta Funes,,,,overrides+data,Acosta Funes,,,,funes,,
99110263-91d7-5018-bc5e-49661655a293,Acosta Iván,5859b80e-3487-523e-b715-9d16f7896bf1,Acosta Iván,,,,overrides+data,Acosta Iván,,,,iván,,
fc0e50ee-c392-5d00-a7f1-be70b324c749,Adam Cieszkiel,0c461eee-4f34-5047-aa11-e6460c4f85e6 | 3880136a-2c62-59fe-8438-ddff625c7e84 | 57dfc6c1-1985-5aa4-ae60-a4df85ebea44 | a9068f9e-9e38-5897-9a5e-83b2c4884a32,Adam Cieszkiel,,,,overrides+data,Adam Cieszkiel,,,,cieszkiel,,
57477659-5d12-5993-a43e-5a03384ccdff,Adam Dziewior,23512113-8961-5f8b-8695-7d59bb44ce2f|e0350a49-6755-5fbe-b676-ba9fa4623cc6,Adam Dziewior|Dziewior Adam,,,,overrides+data,Adam Dziewior,,,,dziewior,,
91a047ef-e294-58ca-8ffd-b8bb18c65361,Adam Eisner,f4050dea-9918-5ca6-84f9-7a000a55334e,Adam Eisner,,,,overrides+data,Adam Eisner,,,,eisner,,
d87e8f79-2fff-589a-b1ce-8f07371cf4d9,Adam Fox,9d1113e5-c975-5ab0-b49a-87b8d413ad41,Adam Fox,,,,overrides+data,Adam Fox,,,,fox,,
de72051a-f92e-5e3c-b161-af9028b11492,Adam Greenwood,13453308-5310-573d-b335-f78687b8b729 | 4cdbe8a9-c3ba-57cd-b524-d683826e6ef8 | 613f40ec-f25f-58d9-b3f2-0ec0ebdae950,Adam Greenwood,,,,overrides+data,Adam Greenwood,,,,greenwood,,
3411998f-eba4-56d9-9ce6-15625a0207ea,Adam Hutchinson,91d0a09c-7749-5ee1-8bef-88636f27e60a | b5e4eeb9-63fa-50df-bb17-538421465793,Adam Hutchinson,,,,overrides+data,Adam Hutchinson,,,,hutchinson,,
6c5e5fe4-c2d5-5d13-85df-1c751c10286e,Adam Keith,ac5de248-e7bd-5bca-a1de-5b85aad00856 | b69eadd0-f001-5a3f-bfdf-a35275cde25b | 9f4bb1a9-04f3-591f-8fe8-f0b18077c5cc,Adam Keith | Adam Joseph Keith,Adam Joseph Keith,,merged from Adam Joseph Keith (57ad139d),overrides+data,Adam Keith,,,,keith,,
f4c78642-48de-58f6-9c21-63d2da1215c1,Adam Kulhánek,4a423b6e-0d5f-56cd-bb93-ece1982a709c,Adam Kulhánek,,,,overrides+data,Adam Kulhánek,,,,kulhánek,,
5e6c732e-5dbd-5994-81a2-179c2934de5e,Adam Norton,27efae37-7e70-5e4d-8ea8-ff1e5027ee48 | c3b60372-7f5b-5b9a-a694-87c97c40ac48,Adam Norton,,,,overrides+data,Adam Norton,,,,norton,,
5a74ce40-c264-5136-b408-4ca3be3a99f1,Adam Pirog,0e81b99a-87a5-5edb-aec8-87f430be6978 | 34730cd4-92da-50b0-a5d0-f663d7217236,Adam Pirog,,,,overrides+data,Adam Pirog,,,,pirog,,
b463ecda-35db-59ba-b166-4adbad9b4224,Adam Sitarski,9d346f2b-3a42-545a-888b-535ce2069e77,Adam Sitarski,,,,overrides+data,Adam Sitarski,,,,sitarski,,
ac609395-74de-5986-ace2-80b11fdb9c50,Adrian Bartoszuk,7cd3d1b3-ace1-509e-97fe-935bfec6e845,Adrian Bartoszuk,,,,overrides+data,Adrian Bartoszuk,,,,bartoszuk,,
aa5f0e41-79db-5da1-a7dd-d47f3bd16cc2,Adrian Dick,2dd41603-9351-51ab-aefd-35447c6512b3 | c6b8c63f-b892-5258-8088-e39f9b217f3f | d3b4f17f-c7e4-5495-82d3-4b1da7974c3f,Adrian Dick,,,,overrides+data,Adrian Dick,,,,dick,,12048.0
31807edb-3e39-512f-8055-515a28c9653f,Adrian Dukes,c9f69530-244b-5a29-9594-d5eb07a0cd87,Adrian Dukes,,,,overrides+data,Adrian Dukes,,,,dukes,,
4016e3be-276e-521c-a74e-c80a7ce6cd11,Adrian Garcia,6a665ee7-cf72-538e-8887-5da554a00979,Adrian Garcia,,,,overrides+data,Adrian Garcia,,Adrian Garcia ---,,garcia,,
486c9db6-e1e7-5324-b092-8f4158ddb923,Adrian Pohl,3c052f71-69c0-517a-8faf-ad00e3d11054,Adrian Pohl,,,,overrides+data,Adrian Pohl,,,,pohl,,
6a27bba5-97af-5cc8-859f-95396a41d8d3,Adrian Saenz,c08ebfbd-5fe3-59d5-b1fe-31ea88deb96e | 6721f7e6-d545-513b-8c21-077c8836f745,Adrian Saenz | Adrian Sanez,,,,overrides+data,Adrian Saenz,,Adrian Sanez,,saenz,,
2824a5fd-45b1-5923-9bcc-a35d9a475770,Adrian Verhoef,1848d1a6-477c-5ce0-b5bb-b9ad042a0803 | 193d9c27-8134-5252-a450-328c3f28ba30 | 2127da0e-3155-5678-8c6e-d3a301ccc640,Adrian Verhoef,,,,overrides+data,Adrian Verhoef,,,,verhoef,,
f2fb7161-f6ed-5a0a-84e6-0e22ddd8397a,Adrienne Dukes,4bfe2ccc-fd22-5cce-8545-78ef5b646868,Adrienne Dukes,,,,overrides+data,Adrienne Dukes,,,,dukes,,69774.0
693b7dd3-a5f9-50da-a4b3-1898bb7a069b,Aerial Santesteban,474b087d-80d0-5216-b4dc-8014e92a6cc1 | 69dfdc03-388a-5153-9a48-a237e4acb4ff | c5620991-9934-5cd3-9196-1ee33e85360c,Aerial Santesteban,,,,overrides+data,Aerial Santesteban,,Aeriel Santestaban,,santesteban,,
a93806d5-4742-5d09-ae97-36b2744b697b,Agata Górska,2bff7ae2-b76d-581c-aad7-e9cbf7ef20c9 | 7cda2b5d-7bdd-5cf5-9463-122e345c21a7,Agata Górska,,,,overrides+data,Agata Górska,,,,górska,,
c84f68fb-16c1-5231-83fa-46eaa2ef955d,Agata Piesiewicz,645abee0-0c63-5c90-acfd-90064407926b|a0d4dd46-3685-5ed5-8c1a-d42a44901316,Agata Piesiewicz|Piesiewicz Agata,,,,overrides+data,Agata Piesiewicz,,,,piesiewicz,,
919f3417-97e3-574a-9f85-f0aafc57539e,Ahren Gehrman,242a9017-38b8-5163-82de-228fcd5ceeef | 3df755cf-78fd-5163-8d0b-fefc9aef175e | 478e185c-f61f-51cd-a8e6-4bdca233c188 | 85d4f086-b06f-5709-b62f-d0ccc33daf3b | ca3c9d7e-6802-5eba-bdc5-e04c2dd08cce,Ahren Gehrman | Ahren Gerhman | Ahren German,,,,overrides+data,Ahren Gehrman,,Ahren Gerhman | Ahren German,,gehrman,,
64f7188a-bfd6-5fec-93ef-c76a06ec7811,Airam Díaz,3f5abd2b-1743-5898-a1c0-9d460b66730c,Airam Díaz,,,,overrides+data,Airam Díaz,,,,díaz,,
0e264f16-8804-52e4-8aa4-2d8dfeb02416,Aki Pentikäinen,33012ce9-9e4d-58ca-81e9-1eaa2a59d93b,Aki Pentikäinen,,,,overrides+data,Aki Pentikäinen,,,,pentikäinen,,
fb975dca-5348-559e-aede-88918ce88632,Aku Kolu,f984791b-8898-54f1-94e0-7b268584df34,Aku Kolu,,,,overrides+data,Aku Kolu,,,,kolu,,
a42cf921-c464-5ab4-b1ff-f7ce4c0bf8ed,Alain Custovic,bdaead00-1356-5956-a54b-e2cf82770c69 | c356405a-8b66-564c-b2e4-ceb8f684a666 | c3a7b4b1-2203-567e-a697-79ecd9e869d0 | dc5b69e1-2a39-5747-9048-8f9c65616bfd | edca257a-da13-51ec-8af8-300f27a3f3e2,Alain Custovic,,,,overrides+data,Alain Custovic,,Alain Custivic,,custovic,,
da0a2c69-e34e-59ff-957e-a611fa3ddf7b,Alan Eneev,e8178ed7-cbb9-5fe0-8d34-09ec11a88c0b,Alan Eneev,,,,overrides+data,Alan Eneev,,,,eneev,,
e269647d-af97-5740-aa94-792c5ccb1d1f,Alan Gonzalez,4a9a47da-295a-5f19-bccd-49aba1ad64b8 | 571aca4e-7908-508b-8213-afb0b5d4afed | ab57dd50-1d17-54bf-8993-aabb413de181 | df1762d5-a70d-5e7b-9165-d6797573e8b4,Alan Gonzalez,,,,overrides+data,Alan Gonzalez,,Alan Gonzalez Gomez | Alan González | Alan Gonz�lez,,gonzalez,,
9d4fd0d3-c687-5734-83a1-36c805240681,Alan Tai,49f702fe-45d7-5406-b041-70fec9bb74bd,Alan Tai,,,,overrides+data,Alan Tai,,,,tai,,
695c56ad-2470-5414-a778-2de90ff7727e,Alan Underhill,067653b8-ad78-5fff-a46a-d04337a2aa19,Alan Underhill,,,,overrides+data,Alan Underhill,,,,underhill,,
c2637d75-15a7-5f34-b78a-16264db593c0,Alberto Perez,474f3d69-da8e-55e9-9b1d-47b7a220126e | dbd80e55-5654-53d4-bdc1-1535c19b1825 | f383d550-0464-51e7-99c9-2a39330745df,Alberto Perez,,,,overrides+data,Alberto Perez,,Alberto Pérez,,perez,,
921b8a6a-0446-576e-b47d-a526c1ca83aa,Alberto Romero,477f07f9-fa4b-5620-ad36-85aceccab7d1,Alberto Romero,,,,overrides+data,Alberto Romero,,,,romero,,
d56fe6aa-9b02-5154-8b51-9464b5746bc0,Ale Pelko,2e0e4bb0-6a52-57d7-938f-fe52c7fb4ccf | 4b58aadd-3263-5c29-89c9-d0b5376d5b15 | 8a1d5d22-f528-5b75-b730-534c3b1f6674 | d85a1881-03f0-5cab-8fea-7c57f84a91ac | e25845bf-2334-5e82-98b7-ab8f7c337db5,Ale Pelko,,,,overrides+data,Ale Pelko,,Ale? Pelko | Ales Pelko | Ale¹ Pelko | Ale� Pelko,,pelko,,64656.0
34f7525c-19c0-5557-996f-cf770d365ed0,Alejandro Rodriguez,ee0d6d8a-28cf-5591-b0b8-6d19b8353328 | a76b8acc-b9ce-5d66-8874-1c5e073e14e2,ALEJANDRO RODRIGUEZ | ALEJANDRO RODRIGUEZ BETANCUR,ALEJANDRO RODRIGUEZ BETANCUR,,merged from ALEJANDRO RODRIGUEZ BETANCUR (f2ae4e90),overrides+data,Alejandro Rodriguez,,,,rodriguez,,
ba1d648e-4e90-594f-ae88-ef73aa4627a1,Aleksandar Dojci,eca471e5-da09-59af-b39b-4c089f421848,Aleksandar Dojci,,,,overrides+data,Aleksandar Dojci,,,,dojci,,
441fd7d9-70aa-51f7-bd1a-58e5d12b1fb6,Aleksandar Kostov,46437590-ae16-574f-8f96-0fb1e1f281f5,Aleksandar Kostov,,,,overrides+data,Aleksandar Kostov,,,,kostov,,
e19def34-04ae-5a47-8a88-22e180fb9429,Aleksandr Ivanov,2aa47d57-8c96-5d8e-b73e-24efd31ebdee,Aleksandr Ivanov,,,,overrides+data,Aleksandr Ivanov,,,,ivanov,,
2af86bf4-e30f-52a3-bd04-68831fc30cef,Aleksei Zikin,bc350afe-8ed6-5bb5-8e68-b10d9df7d3da,Aleksei Zikin,,,,overrides+data,Aleksei Zikin,,,,zikin,,
20a6818b-f288-59d1-b897-86ab3148988b,Aleksey Shloma,4718e087-31c3-5a8b-83f2-ece4c033dfd8 | ead6e3de-4fd8-5324-ac8a-c1627ac5cbd9,Aleksey Shloma,,,,overrides+data,Aleksey Shloma,,,,shloma,,
7c74c3f5-dc54-5e47-8365-e84497f4c943,Aleksi Airinen,f0851423-ef66-578f-a2fd-1dad015f7c75 | 2915b293-1e72-577f-8652-ed934d26fcfb | 5afc8329-818f-5ee1-9dc3-d67394c7411c | 86687d2b-efbd-5b7a-a680-033559643532 | a627ce76-31b0-54b7-8766-bb88e3d8e162 | ac0444b4-a97d-5aad-b3a7-300d61cce926 | e8a707a0-fd80-5e3d-80ad-7c5b6380b57b,Aleksi Airinen | Aleksi Airlinen | Aleksi Airinen Montage Rake,Aleksi Airinen Montage Rake,,merged from Aleksi Airinen Montage Rake (401e7e05),overrides+data,Aleksi Airinen,,Aleksi Airinen ? | Aleksi Airinen | Aleksi Airlinen,,airinen,,68811.0
c9d93b87-ad4e-5302-ad73-0575871e8c65,Aleksi Hirvonen,7f09f0fd-abe2-5793-83b3-79ffab3daf0e,Aleksi Hirvonen,,,,overrides+data,Aleksi Hirvonen,,,,hirvonen,,
998c87dc-4197-5f4d-97aa-f54b82f96a13,Aleksi Öhman,1c63e98b-08ab-5c17-b33a-fdeeb294b96e | 4b8bf563-6723-5b21-b9dd-c1d41408ef60 | 6aea7be8-604f-5e23-a40f-64c80d864e8e | 8512aed4-13c5-564e-ab8b-de49a37236f7 | afbbecd7-39c3-5822-bac4-9a264923500e | 32704317-8f34-5054-b6e3-b85ee4eeb2ae | 865cf134-4799-5cd5-9ced-ce8f54b01a66 | 91c23dbc-aebe-55c3-8707-1e247016488c | cd321a43-0bc8-5125-a511-091a7fe0eb0e,Aleksi Öhman | Aleksi Oehman,Aleksi Oehman,,merged from Aleksi Oehman (d38c8b25),overrides+data,Aleksi Öhman,,Aleksi Ohman | Aleksi Oman,,öhman,,
39d21b6b-da6c-5a37-a964-808aa33cc38f,Ales Zaric,,Ales Zaric,,,Added for QC07 referential integrity (no merges). | 2026-02-25: requested removal: QC07 coverage_closure placeholder row,data_only,Ales Zaric,coverage_closure,,COVERAGE_CLOSURE,zaric,,
f2e73bec-d859-51b9-8312-edb5a473e83e,Ales Zelinka, 13324897-ed23-5de7-a0db-8226d91be02c | 2f33853c-b674-50c0-be54-f97dd1ffc95e | 6ddf1a61-8a68-5980-8a88-a6cfdac04f48 | 87908f3c-a880-5b29-a07f-a12697924b84 | a4b3a353-6857-520c-a11e-ee7c279301c1 | b39e186b-7da6-5820-80a1-8e6283bfae67 | b3e5ba6e-8008-5021-b379-08d099a1ce66 | d5531357-f987-523d-afda-cbe66eeec730 | d9487bbb-df0c-5f41-9b47-cf6a68bf74c3 | ebcd5c28-a095-599a-83c7-ee0571bfe79c | faf94771-497c-5ea4-8a57-eef77a2dd931|0139e587-12b2-5d74-be99-825b82398731 |f4473d33-6c60-558f-8829-c0f7eb406001,Ales Zelinka|Zelinka Ales,,,,overrides+data,Ales Zelinka,,Ale? Zelinka,,zelinka,,
45b40a79-0205-5653-b18d-237dc54e3692,Alex Bartsch,648138b0-3a46-5951-82f1-17e57f9bcdca | 8f1dd3fa-bee4-5773-b5f7-5c428feb1a54 | df1b8572-17f9-5a25-8265-8647a5243473,Alex Bartsch,,,,overrides+data,Alex Bartsch,,,,bartsch,,68943.0
743b3110-af5d-5b1d-a489-5f0ebece2abd,Alex Bernstein,112ec60c-25e8-54de-95a4-5be68e4f0e22,Alex Bernstein,,,,overrides+data,Alex Bernstein,,,,bernstein,,
fd9295e3-97e4-5ef5-98fa-f8e13b93bff0,Alex Bélanger,248e47c9-f2ab-5617-bb9e-a3450b6ef63e,Alex Bélanger,,,,overrides+data,Alex Bélanger,,,,bélanger,,
5034c206-0e8f-58e6-8845-776e6b7a57e4,Alex Davidson,9156df04-677b-5e2c-b350-6e6a5c620c95,Alex Davidson,,,,overrides+data,Alex Davidson,,,,davidson,,
337dc937-b022-51ef-8470-99fff306e2c9,Alex Dworetzky,303fba34-cc6f-5042-9e92-11b02e1af025 | 441bd824-9eb7-520c-8d24-7452dcb93126 | 547a4ef7-24e3-5050-8cd7-bed0d2c6e57e | 69f7a8fd-5d0c-5411-9dbe-c82a242f43c8 | b90b1a95-70d8-517e-9694-6014553dbd9a,Alex Dworetzky,,,,overrides+data,Alex Dworetzky,,Alex Dworetzsky,,dworetzky,,
16b2083f-d41a-5944-8669-d41494e21159,Alex Faber,31e09c8d-975e-5ac3-b78a-a0d3b0d21f97 | 4c4073b2-aa49-5aae-b3f2-c792e074ce2b | 5c0a2e21-f5c8-5854-9a66-c851fbf64aa3 | 8be991fe-5782-5cdf-9030-1c53d44eaefc | 973588ee-e532-5338-a7db-7cfcf7ad5948,Alex Faber,,,,overrides+data,Alex Faber,,,,faber,,
1f2d14aa-31e7-5d1f-a338-9ae43af68af5,Alex Frazier,930a48f9-90f3-5ba5-bf65-4fdcb22cc8d9 | ba7397b5-8268-5e99-895a-c71f87e750d5,Alex Frazier,,,,overrides+data,Alex Frazier,,,,frazier,,
e369e282-1618-545f-8baa-b12ee76814aa,Alex Grammer,d40a27a1-1b43-561b-8eaa-fb2644b35af3,Alex Grammer,,,,overrides+data,Alex Grammer,,,,grammer,,
fe957e20-aafe-5c08-97fe-547046fedb9e,Alex Heerman,6a9d5dba-de28-5a28-93d2-1b266886bea5 | ed435e81-9a5d-5de4-bade-d8abe488865d,Alex Heerman | Alex Heerman JABag,,,,overrides+data,Alex Heerman,,Alex Heerman JABag,,heerman,,
be0d9849-db58-5aa2-90cc-df475a8c43bd,Alex Ibardaloza,494458dc-d32f-59df-9f57-a772ca3d5398 | b368eaa6-360b-5dbb-8a4f-47459bbb1b04,Alex Ibardaloza,,,,overrides+data,Alex Ibardaloza,,,,ibardaloza,,
bab369e3-b27c-55ec-99e7-a9b61865acfb,Alex Martínez,80144836-cc87-5cb7-803d-42ca15183aec,Alex Martínez,,,,overrides+data,Alex Martínez,,,,martínez,,
f83826ed-30c2-5608-9dad-50453e899eff,Alex Michelewski,104b869e-6e92-5168-80b6-7ddc1ec1bdfa | 438bc4a4-41e2-5103-891a-dc67c8f1f228 | 488f82dd-9652-5822-b6da-e9518ce8ae5d | 58c6fa7b-8164-5b9e-b738-13098440e740 | 6d5fcf3a-064e-574b-876b-affdeb03eb0c | 7b13ee12-6f19-5f21-bfd6-715fdf2531b3 | e3d47ee3-3bd8-53bd-bc79-75a7c12f8034,Alex Michelewski,,,,overrides+data,Alex Michelewski,,Alex Michalewski | Alex Michelewski ??? | Alex Michelewsky,,michelewski,,
a9ddcc2c-6bbb-5c7c-9742-d23cd83a97e7,Alex Salgado,6ca6bb52-3361-5ad7-b115-541147bcbfe3,Alex Salgado,,,,overrides+data,Alex Salgado,,,,salgado,,
89875f44-7500-5c62-810a-24ec6f8679de,Alex Segalowsky,9cc79631-d55b-53be-9dc9-d07216c411d0,Alex Segalowsky,,,,overrides+data,Alex Segalowsky,,,,segalowsky,,
001e5271-a041-5a03-9c72-ba12f2737fa3,Alex Shocki,de3cc8db-dac0-5efa-8939-53afd491a36d | f6c66ad7-8140-5aa4-a131-cd8d6ef9d6c6,Alex Shocki | Alex Skocki,,,,overrides+data,Alex Shocki,,Alex Skocki,,shocki,,
d85d0353-f026-5a7e-8bfd-f5bfa8e1f88a,Alex Smith,0cfe2f1d-4836-522b-be71-ce794029b8eb,alex smith,,,,overrides+data,Alex Smith,,,,smith,,
151040a2-6316-57fa-874d-5cdf66765613,Alex Spears,a1b2dc11-1560-5f75-bd48-868a0e60c8fd | d573fbe6-f681-5d33-8780-49eb7e612548,Alex Spears,,,,overrides+data,Alex Spears,,,,spears,,
b3b44b70-64a4-5ac3-bf71-2540e787c826,Alex Spiers,e8351226-a1ae-5a48-8bca-b2d9712d80f8,Alex Spiers,,,,overrides+data,Alex Spiers,,,,spiers,,
1cbb3f8c-4b66-59dc-a63d-2926f3759dde,Alex Starks,7b13c1da-9da4-5af8-828c-07beeb6b72a5,Alex Starks,,,,overrides+data,Alex Starks,,,,starks,,
5cba1524-783c-5a34-a530-b75dd84337b1,Alex Strassman,745d1ec8-7953-5a5f-8b5f-eadb7a8df93c | 7c390c2a-4ce2-56cb-8640-9c7a35daff24,Alex Strassman,,,,overrides+data,Alex Strassman,,,,strassman,,
eb391ef2-abda-5dbd-ae67-f994a12ae74a,Alex Urano,,Alex Urano,,,Added for QC07 referential integrity (no merges). | 2026-02-25: requested removal: QC07 coverage_closure placeholder row,data_only,Alex Urano,coverage_closure,,COVERAGE_CLOSURE,urano,,
4c8215b4-4847-581a-a0d0-2ce338a83ed1,Alex Vannier,089ac453-a273-5ddf-8c29-2d8648030e02 | ad53f176-a029-5337-bee1-f16574549f29,Alex Vannier,,,,overrides+data,Alex Vannier,,,,vannier,,
6cad1bc8-4e4c-51e3-9611-affd2ad897c5,Alex Venis,04e5339c-97b0-5b55-b512-ad6f00b92b4c | 9b7734f4-1a68-58e9-b84a-fb3353f0cc74,Alex Venis,,,,overrides+data,Alex Venis,,,,venis,,
448d4c37-75f4-5396-bd2f-544dd0ab967c,Alex Verget,305f393b-aaa1-5b2f-af78-5c00482b1ca9,Alex Verget,,,,overrides+data,Alex Verget,,,,verget,,
1c3a267b-2baf-583e-9c71-4aea5962fa22,Alex Watkins,e6d9941b-0185-5e59-aa6d-4c918badea39,Alex Watkins,,,,overrides+data,Alex Watkins,,,,watkins,,
1b7f1d70-1719-533a-957a-1dae6a2dc23e,Alex Zeke Ibardaloza,115dd075-31ee-56dd-9dd9-3a4a7ae4b846 | d29bdc31-c60f-5abb-b11b-6ab3d0d18003,Alex Zeke Ibardaloza,,,,overrides+data,Alex Zeke Ibardaloza,,Alex (Zeke) Ibardaloza,,ibardaloza,,
dccd2dfd-4392-506e-9341-41106dd1e2f0,Alex Zerbe,57bbb02a-964b-54d9-9fb4-8d442d4e435f | 5c056402-2de6-538d-829d-64946d9682c2 | 83e036fc-5ab5-543e-a4de-ee70f1f8f3f5 | 933cb825-cadd-531d-85bf-8cd83fc9a6a1 | dc9408d5-391b-571b-9a39-846ba465b198 | e6c82083-f547-52d8-9000-4189f6b1f1fa,Alex Zerbe,,,,overrides+data,Alex Zerbe,,,,zerbe,,12209.0
baf55af8-3c88-5c65-95cf-12f3b2c7c390,Alexander Bartsch,2782ea29-267a-51b9-b505-47bba442e1c8 | 726d2109-3585-54d1-871a-c5499cd08a0b | a0ac65e1-fcd0-5ea4-a49b-bb6e32b8805e | b8dc94fb-a4b3-5473-a148-1fa442396ee6,Alexander Bartsch,,,,overrides+data,Alexander Bartsch,,,,bartsch,,
07ce267e-a4ff-5423-9783-60d295ab3837,Alexander Cifuentes Garcia,a72e4ba5-c38e-5c0c-84c2-df3a88220d6e,Alexander Cifuentes Garcia,,,,overrides+data,Alexander Cifuentes Garcia,,,,garcia,,
8cc0e066-739c-527c-bd73-69d2cb855f53,Alexander Dojcinovic,187d6bfd-d6e6-5ee1-8909-e5d344f9a38b,Alexander Dojcinovic,,,,overrides+data,Alexander Dojcinovic,,,,dojcinovic,,
bd9edb36-ddd6-5fa8-b46f-aad4e708716d,Alexander Faber,d12239cb-0b06-5603-93b6-9b3a8d362bc5,Alexander Faber,,,,overrides+data,Alexander Faber,,,,faber,,
5a3ab281-b636-52c3-8308-546a1bfb2999,Alexander Hassenkamp,80620b59-2b17-5e13-8f47-151b6c977c59,Alexander Hassenkamp,,,,overrides+data,Alexander Hassenkamp,,,,hassenkamp,,
09fb3eb7-247a-5a41-8720-b4cc412e4beb,Alexander Kermit Zamotin,039e2ff7-a832-5fa0-84be-b9fe139fb473 | cad1ff35-9cd3-5433-a915-6ded020aac4b,Alexander kermit Zamotin,,,,overrides+data,Alexander Kermit Zamotin,,,,zamotin,,
5d017dc4-f610-5e69-87b4-2a6819a60df4,Alexander Mantilla,4ec3acc0-76b9-500e-8367-33ce36805c36,Alexander Mantilla,,,,overrides+data,Alexander Mantilla,,,,mantilla,,
0e3ad47e-b390-5b27-8a67-eb7cdfffb04f,Alexander Martínez,20991490-33d3-5553-a6ed-ac834d0337b8,Alexander Martínez,,,,overrides+data,Alexander Martínez,,,,martínez,,
100aafee-cdeb-5fc4-89a5-913fa0ef0900,Alexander Montilla,e5895182-4a2c-561d-81c3-a3cb010166f8,Alexander Montilla,,,,overrides+data,Alexander Montilla,,,,montilla,,
c34f28e2-5a7c-5112-95a8-e407518b1276,Alexander Semichev,47f188db-d736-5d7b-9d04-82cf96885a40,Alexander Semichev,,,,overrides+data,Alexander Semichev,,,,semichev,,
6abcb214-a4fa-5f53-942c-2a603a68bb0c,Alexander Skocki,7ed08ec1-6a31-52f2-aab3-43d628b8ebb1,Alexander Skocki,,,,overrides+data,Alexander Skocki,,,,skocki,,53957.0
