event_key,discipline_key,placement,score_text,notes,source
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,1,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,2,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,3,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,4,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,5,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,6,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,7,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,8,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,9,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,11,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,12,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,13,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,14,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,15,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,16,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,17,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,18,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,19,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,20,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,21,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,22,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,23,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,24,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,25,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,26,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,27,,,
event_2011_32nd_ifpa_world_footbag_championships,open_shred_30,28,,,
event_2011_32nd_ifpa_world_footbag_championships,open_request_contest,1,,,
event_2011_32nd_ifpa_world_footbag_championships,open_request_contest,2,,,
event_2011_32nd_ifpa_world_footbag_championships,open_request_contest,3,,,
event_2011_32nd_ifpa_world_footbag_championships,open_request_contest,4,,,
event_2011_32nd_ifpa_world_footbag_championships,open_request_contest,6,,,
event_2011_32nd_ifpa_world_footbag_championships,open_request_contest,9,,,
event_2011_32nd_ifpa_world_footbag_championships,open_request_contest,15,,,
event_2011_32nd_ifpa_world_footbag_championships,open_request_contest,18,,,
event_2011_32nd_ifpa_world_footbag_championships,open_request_contest,20,,,
event_2011_32nd_ifpa_world_footbag_championships,open_request_contest,26,,,
event_2011_32nd_ifpa_world_footbag_championships,open_request_contest,28,,,
event_2011_32nd_ifpa_world_footbag_championships,open_request_contest,30,,,
event_2011_32nd_ifpa_world_footbag_championships,open_request_contest,34,,,
event_2011_32nd_ifpa_world_footbag_championships,open_request_contest,38,,,
