event_name,year,location,category,division,place,player_1,player_2,score,notes
World Footbag Championships 1983 (IFAB),1983,"Oregon City, Oregon, United States",NET,Open Singles Net,1,Peter Shunny,,,IFAB-RB-P3
World Footbag Championships 1983 (IFAB),1983,"Oregon City, Oregon, United States",NET,Open Singles Net,2,John East,,,IFAB-RB-P3
World Footbag Championships 1983 (IFAB),1983,"Oregon City, Oregon, United States",NET,Open Singles Net,3,Mike Marshall,,,IFAB-RB-P3
World Footbag Championships 1983 (IFAB),1983,"Oregon City, Oregon, United States",NET,Open Doubles Net,1,Alan Cook,Doug Cassidy,,IFAB-RB-P3
World Footbag Championships 1983 (IFAB),1983,"Oregon City, Oregon, United States",NET,Open Doubles Net,2,Peter Shunny,John East,,IFAB-RB-P3
World Footbag Championships 1983 (IFAB),1983,"Oregon City, Oregon, United States",NET,Open Doubles Net,3,Mike Marshall,Andy Linder,,IFAB-RB-P3
World Footbag Championships 1983 (IFAB),1983,"Oregon City, Oregon, United States",NET,Womens Singles Net,1,Julie Reed,,,IFAB-RB-P3
