event_name,year,location,category,division,place,player_1,player_2,score,notes
U.S. Open Footbag Championships,1993,,NET,Open Singles Footbag Net,1,John Leys,,,
U.S. Open Footbag Championships,1993,,NET,Open Singles Footbag Net,2,Tony Kic,,,
U.S. Open Footbag Championships,1993,,NET,Open Singles Footbag Net,3,Steve Goldberg,,,
U.S. Open Footbag Championships,1993,,FREESTYLE,Open Team Footbag Freestyle,1,Scott Davidson,Steve Smith,,
U.S. Open Footbag Championships,1993,,FREESTYLE,Open Team Footbag Freestyle,2,Eric Bartholomay,Sam Conlon,,
U.S. Open Footbag Championships,1993,,FREESTYLE,Open Team Footbag Freestyle,3,Derrick Fogle,Dan Judd,,
